OBJECTID,YEAR_,STATE,AGENCY,UNIT_ID,TREATMENT_ID,TREATMENT_NAME,TREATMENT_TYPE,START_DATE,END_DATE,TREATED_AC,GIS_ACRES,RX_CONSUM,PRE_CON_CLASS,POST_CON_CLASS,GlobalID,SHAPE_Length,SHAPE_Area
1,2017,CA,CDF,BEU,7515,LAMACCHIA NORTH VMP- NOVEMBER 17,,2017/11/07 00:00:00,2017/11/21 00:00:00,137,137.59695,,,,{7CB94DD8-6636-49D4-B789-495A49CED57A},4401.08872393497,863682.129861311
2,2017,CA,CDF,LNU,7044,UNIT 3,,2017/06/30 00:00:00,2017/06/30 00:00:00,22,22.47967,,,,{327CFE31-70F4-470D-B9A8-6BD50E8813EB},1980.51901135164,149089.487055647
3,2017,CA,CDF,TCU,6682,WINVMP-5-BROADCAST BURN,3,2017/05/25 00:00:00,2017/05/25 00:00:00,33,98.407043,,,,{4D230E62-26A3-4E10-A4EC-F9E2F985C778},3770.56378049482,650156.175786117
4,2017,CA,CDF,TUU,6741,HERBERT BURN,7,2017/06/06 00:00:00,2017/06/06 00:00:00,223,222.59424,,,,{5FC56DF1-A530-4A5B-9A59-2A2DB2DD796E},9627.38491976289,1386134.00676995
5,2017,CA,CDF,RRU,6547,COLORADO NORTH 2017,,2017/05/25 00:00:00,2017/05/25 00:00:00,152,152.42838,,,,{24EC9B26-F7E2-4DF1-A195-3DBFFC5FAEC5},5380.28077417764,889765.88386155
6,2017,CA,CDF,SLU,7824,BURN PLOT 3,,2017/11/13 00:00:00,2017/11/13 00:00:00,14,14.252863,,,,{B57B7CDC-217C-4FA8-A2E7-D39B460E8B0E},1579.10705069881,87189.941744857
7,2017,CA,CDF,TCU,6721,SARBB-JANUARY-2017,,2017/01/01 00:00:00,2017/01/31 00:00:00,64,63.699196,,,,{A738006C-7B6C-4E7E-A111-1DA26B531FCD},4682.97351692237,414925.137179769
8,2017,CA,CDF,SCU,6889,VALLEY BURN JUNE 2017,7,2017/06/28 00:00:00,2017/06/29 00:00:00,17.10000038,16.327023,,,,{909D29F1-9EE1-4326-B3B1-63A3AD6652C8},1996.94437005852,104696.019543337
9,2017,CA,CDF,FKU,7293,2017 BROADCAST BURN,3,2017/10/06 00:00:00,2017/10/07 00:00:00,26,38.925823,,,,{A4BEEF85-A9C9-4EDC-9256-3248A4613A8F},3637.16272871632,248035.553452049
10,2017,CA,CDF,SLU,7822,BURN PLOT 1,,2017/10/31 00:00:00,2017/10/31 00:00:00,11,11.142562,,,,{A99B744C-4BE3-46D1-8009-C71730658922},1238.08461061935,68165.0874980658
11,2017,CA,CDF,SLU,7461,VIERRA #2,,2017/11/08 00:00:00,2017/11/08 00:00:00,21.95999908,21.955715,,,,{77C670D4-FC11-4AFD-AC52-936DBFDAACC7},1907.45397786685,134314.308562039
12,2017,CA,CDF,SLU,7982,MOLINARI,,2018/02/13 00:00:00,2018/02/13 00:00:00,119,119.08285,,,,{77F95443-BE38-4559-B65B-42812112AE76},3534.48272357119,730552.994410598
13,2017,CA,CDF,CZU,8060,UCSC BROADCAST BURN NMC,3,2018/02/14 00:00:00,2018/02/14 00:00:00,12.2,12.214596,,,,{3CD863CB-B4EE-43D3-9A68-D494042B0631},2096.00026245704,77662.2953083082
14,2017,CA,CDF,CZU,6564,2017 VMP BROADCAST BURN,3,2017/05/31 00:00:00,2017/05/31 00:00:00,8.89999962,8.899601,,,,{5841F7D8-9453-492A-A798-299F895177E2},1379.37144376295,56608.4261074235
15,2017,CA,CDF,HUU,7285,20170927_JONESBEACH,,2017/09/27 00:00:00,2017/09/27 00:00:00,101,95.903671,,,,{F1946539-4860-4E75-86F0-C4344D7C2E18},4379.64162312922,657459.395455101
16,2017,CA,CDF,VNC,6649,RX BURN,3,2017/05/30 00:00:00,2017/05/31 00:00:00,110,103.15312,,,,{0E93F95E-49AA-4AB1-B1FE-58E454DC1A9C},3697.11626693826,613025.821954068
17,2017,CA,CDF,MVU,5643,2016 BLOCK 6 UNIT 1 - BROADCAST B,3,2017/01/25 00:00:00,2017/02/28 00:00:00,34.88999939,34.889915,,,,{E7F27E7A-EBDB-4F85-AFBD-5C43C3D0A302},1754.54331386673,200213.869650149
18,2017,CA,CDF,AEU,6635,2017 SPRING BROADCAST BURN,3,2017/05/26 00:00:00,2017/05/26 00:00:00,26,26.388813,,,,{15142411-FB8B-4760-A6E4-98EAFE346D8C},2619.71068319753,174652.972614433
19,2017,CA,CDF,LNU,6636,MAY ACR BURN,3,2017/05/30 00:00:00,2017/05/31 00:00:00,18,16.851601,,,,{B78E99E9-0DD6-4E02-A278-F06E7FF9CBAF},1998.83614284102,111108.975273498
20,2017,CA,CDF,MVU,6526,GATE,,2017/05/20 00:00:00,2017/05/23 00:00:00,446,446.68854,,,,{C75D7FA8-EC72-40F5-9A01-1B2620DA714F},10753.7498389369,2557536.73934716
21,2017,CA,CDF,TCU,6722,WVMPBB-MARCH-2017 ,,2017/03/28 00:00:00,2017/03/29 00:00:00,331,331.52042,,,,{40EF8ABB-19A3-46D9-B43D-AE69FBB7B237},6269.38596906198,2165704.79015779
22,2017,CA,CDF,LMU,7391,HLFG RX 5,,2017/10/31 00:00:00,2017/10/31 00:00:00,40.79999924,40.808758,,,,{6B4C37A8-1B07-4406-9A84-CF72D0D3DC93},2333.96228521988,284530.824217655
23,2017,CA,CDF,CZU,7433,PLOT 5,,2017/11/07 00:00:00,2017/11/07 00:00:00,9,9.2213573,,,,{8188276E-530A-471B-BD34-AA4EC71CEF0E},1153.333707002,58640.6096086062
24,2017,CA,CDF,SLU,7490,STOCK POND,,2017/11/15 00:00:00,2017/11/15 00:00:00,215,215.15915,,,,{DE8B1C85-6236-47EC-928C-2B77196C87EA},5863.83335408434,1315740.15880957
25,2017,CA,CDF,CZU,7431,UCSC BROADCAST BURN CP2,3,2017/11/07 00:00:00,2017/11/07 00:00:00,15,14.975819,,,,{8BB9EEA9-29F1-46A4-9C28-B8F4948E79EE},1594.87888657647,95241.3618693454
26,2017,CA,CDF,SHU,7446,10-30-17 RX BURN,3,2017/10/30 00:00:00,2017/10/30 00:00:00,72,72.035492,,,,{3BCBA9F9-F96D-4DD8-B374-FFB1C56064A2},3310.52105773024,505238.759504397
27,2017,CA,CDF,HUU,7413,2017_TREX,7,2017/10/02 00:00:00,2017/10/11 00:00:00,391,392.05167,,,,{C2951836-C070-4EC9-A969-EB07888292D8},28359.4750212799,2813158.95515819
28,2017,CA,CDF,MEU,8007,FEBRUARY 2018 PRESCRIBED FIRE,3,2018/02/14 00:00:00,2018/02/15 00:00:00,155,723.73022,,,,{E8810866-E633-4219-A3CF-BFFE89F9C89C},12561.0150119286,4838241.87752199
29,2017,CA,CDF,LMU,6833,HLFG RX 2,,2017/06/01 00:00:00,2017/06/30 00:00:00,38,38.789814,,,,{BD89187F-5F00-48C0-A0CF-892D23BEB589},2080.65098803868,270252.832012303
30,2017,CA,CDF,LMU,6845,HLFG RX 3,,2017/09/27 00:00:00,2017/09/27 00:00:00,29,29.894783,,,,{7623C912-4593-4B9A-9BC2-9D89F23D73F1},1905.73019004353,208255.197187279
31,2017,CA,CDF,MVU,6004,2016 BLOCK 6 UNIT 3 - BROADCAST B,3,2017/02/20 00:00:00,2017/03/20 00:00:00,36.13000107,36.133923,,,,{54B8D980-4DA1-40FB-B01F-5EE0635FD262},1936.62376353378,207397.639041823
32,2017,CA,CDF,TGU,3824,BERLEMAN,,2017/05/25 00:00:00,2017/05/25 00:00:00,626,629.50836,,,,{D8C9C8AD-4A63-4AD9-BC6B-DFF8691885E1},11019.297319199,4355156.39820605
33,2017,CA,CDF,HUU,7405,FOXCAMPUNIT_F,,2017/10/31 00:00:00,2017/10/31 00:00:00,15,15.924831,,,,{8EBB29D2-A05C-49B2-87C8-E85B4F42759A},1531.61994350355,111066.613254797
34,2017,CA,CDF,HUU,7290,2017_HUNT_VMP,,2017/10/05 00:00:00,2017/10/06 00:00:00,394,394.22903,,,,{6153EFAC-D766-4FAF-8003-5AABF8A5F1FA},9055.18227745445,2761765.75839749
35,2017,CA,CDF,TCU,7468,SARBB-OCTOBER-2017,,2017/10/01 00:00:00,2017/10/31 00:00:00,12,12.094528,,,,{E59B1166-7CC6-4F94-92B3-2384C3B7FC81},1225.72527541904,78772.0806929304
36,2017,CA,CDF,SCU,7525,UPPER HALLS VMP,,2017/09/01 00:00:00,2017/11/02 00:00:00,300,389.72052,,,,{93F2706B-BF92-4727-9BFE-34391F14D112},7979.88581719995,2500142.01826447
37,2017,CA,CDF,MVU,7975,CHICO RAVINE RX BURN,3,2018/01/31 00:00:00,2018/02/14 00:00:00,101,100.66965,,,,{BB5300D2-0232-42A2-B57B-EC2770E5D01B},4366.91721854998,579011.080560605
38,2017,CA,CDF,LNU,8003,2018 BURN_2,7,2018/02/27 00:00:00,2018/03/27 00:00:00,4,4.1985435,,,,{DAF2D232-76A0-4E91-B070-7C507AAD4556},1638.49738917244,27771.4995889117
39,2017,CA,CDF,LMU,8072,HLFG RX 7,,2018/02/08 00:00:00,2018/02/08 00:00:00,157,157.48972,,,,{25ADC30E-ED08-4511-989A-EC2787083C2D},5275.886577711,1097933.51417531
40,2017,CA,CDF,TGU,8075,BURROWS/JOACHIM 1 & 2,,2018/01/02 00:00:00,2018/02/06 00:00:00,214,213.51497,,,,{9ADD6E56-8401-407C-8352-D1C5EEA03FC4},10165.9046530671,1476558.02364549
41,2017,CA,CDF,AEU,7573,2017 FALL BURN,7,2017/11/02 00:00:00,2017/11/03 00:00:00,33,32.743149,,,,{E0EB79E4-7B57-45D7-9E25-CC215DA48471},3090.89015181587,216700.101469916
42,2017,CA,CDF,SLU,7823,BURN PLOT 2,7,2017/10/31 00:00:00,2017/10/31 00:00:00,11,11.855918,,,,{B47BA741-2712-41CC-9DE4-5FD52A593DEC},1583.4402277928,72523.6899939967
43,2017,CA,CDF,AEU,6904,2017 SPRING BURN,7,2017/06/26 00:00:00,2017/06/27 00:00:00,208,216.77473,,,,{165CBDF3-DC83-48B9-9044-F85838846A02},6181.47967171727,1432189.99421373
44,2017,CA,CDF,MVU,6003,2016 BLOCK 6 UNIT 4 - BROADCAST B,3,2017/02/20 00:00:00,2017/03/20 00:00:00,84,84.890053,,,,{3B1B0A41-98C0-494C-A419-27CB1593E765},3309.81928810443,487172.474270049
45,2017,CA,CDF,TUU,6553,2017 SUCCESS RX BURN,3,2017/05/25 00:00:00,2017/05/25 00:00:00,35,34.890209,,,,{FCCF5D2C-6F36-400D-AC4F-96B563E4A3C7},5200.29198749627,216618.409484115
47,2017,CA,CDF,FKU,7492,2017 FALL RX BURN,3,2017/10/31 00:00:00,2017/11/04 00:00:00,139,139.69666,,,,{DD8F0270-23BD-4693-B25C-8EEF306332E0},5392.7682955489,890392.576921748
48,2017,CA,CDF,SCU,6891,VALLEY WEST,,2017/06/28 00:00:00,2017/06/29 00:00:00,2.5,2.327255,,,,{A238FE8D-B98F-4E98-9911-354AE6B4C6B0},534.580597229514,14922.7818475113
49,2017,CA,CDF,BTU,6923,2017 RX BURN,3,2017/06/28 00:00:00,2017/06/28 00:00:00,28,28.16688,,,,{0843E901-05D9-4139-AA2B-792C9A98B6C6},3809.06418988436,190751.037863368
50,2017,CA,CDF,MEU,6183,CARLEY BROADCAST BURN ,3,2017/04/02 00:00:00,2017/04/05 00:00:00,226,226.31012,,,,{0CB031AF-356C-44DD-B3AF-FBDAFBADE7A9},21850.9802444188,1549865.59664583
51,2017,CA,CDF,MRN,6828,LIVE DRILL 1 ,,2017/06/22 00:00:00,2017/06/23 00:00:00,10,10.083781,,,,{D239872F-498D-43F1-8968-F58198512C0C},1023.08753158425,65886.3725917559
52,2017,CA,CDF,SCU,6808,TERESA VMP,,2017/06/01 00:00:00,2017/06/12 00:00:00,22,22.078829,,,,{25C3C72B-158D-4D12-BE63-0F0A436C7CF9},2088.64701610893,141135.4640582
53,2017,CA,CDF,AEU,7953,EARLY 2018 BROADCAST,3,2018/02/16 00:00:00,2018/02/17 00:00:00,61,60.50684,,,,{8D336C64-4E30-488E-8E6A-B20EC6493012},4885.34591248235,400431.33481974
54,2017,CA,CDF,LMU,7967,ACWA RX 2,,2018/02/01 00:00:00,2018/02/28 00:00:00,139,139.67046,,,,{55E443FE-92E4-4B06-9FFA-5CE98BF0E688},5135.37816294699,997793.218424483
55,2017,CA,CDF,MEU,7995,FEBRUARY 2018 PRESCRIBED FIRE,3,2018/02/14 00:00:00,2018/02/15 00:00:00,81,3090.5732,,,,{01478BD0-12B4-472E-8555-6231A62C2331},24439.8438069929,21132396.7357547
56,2017,CA,CDF,MEU,8013,FEBRUARY 2018 PRESCRIBED FIRE,3,2018/02/08 00:00:00,2018/03/09 00:00:00,153,1266.942,,,,{1E546C6C-249A-4DAD-8D46-D6CE75E3D647},12511.777517297,8666156.90867978
57,2017,CA,CDF,BEU,7024,C-234 FIRING CLASS 2017,,2017/06/20 00:00:00,2017/06/21 00:00:00,230,229.30127,,,,{30E0CF66-9418-4DBF-B440-CA62767CD336},9059.67491087528,1419327.3648218
58,2017,CA,CDF,LMU,7289,HLFG RX 4,,2017/10/05 00:00:00,2017/10/05 00:00:00,81,81.609818,,,,{2E7A0373-EF4A-4D55-816E-28F16CB13CE0},3338.12160790308,569222.034343464
59,2017,CA,CDF,MEU,837,SHAMROCK VMP,,2017/06/28 00:00:00,2017/06/29 00:00:00,102,124.41158,,,,{70149B1B-557A-4CA5-8851-1C4313A9F52C},4099.19586798576,849446.092488825
60,2017,CA,CDF,AEU,6563,SPRING BROADCAST BURN 2017,3,2017/05/23 00:00:00,2017/05/25 00:00:00,33.5,33.51685,,,,{0A72C3D9-327E-467F-A5A9-5DE5D0B556C1},3408.80940131821,221670.568464982
61,2017,CA,CDF,BTU,6935,JUNE 2017 RX BURN,3,2017/06/23 00:00:00,2017/06/23 00:00:00,33,33.726898,,,,{C80B4220-0A99-464A-9EA2-0AA3A8B2647E},2992.95450015225,229367.644058054
62,2017,CA,CDF,KRN,6621,WHITE WOLF BURN,7,2017/05/16 00:00:00,2017/05/23 00:00:00,46.45999908,46.467812,,,,{2C959CA1-0322-4348-9277-00FC5450A19C},26552.2453102858,282476.113353317
63,2017,CA,CDF,HUU,7407,FOXCAMPUNIT_D,,2017/10/31 00:00:00,2017/10/31 00:00:00,7,7.3547091,,,,{D10F0353-C57D-4E13-B1C4-EAA6D0E1AE57},1021.25301195682,51283.3554532212
64,2017,CA,CDF,HUU,7408,FOXCAMPUNIT_C,,2017/10/31 00:00:00,2017/10/31 00:00:00,86,86.825424,,,,{3313BEE3-CD90-4FDC-B688-4C958FAF7CE6},4954.38034744683,605281.395112643
65,2017,CA,CDF,FKU,7168,2017 BROADCAST BURNING,3,2017/06/01 00:00:00,2017/06/30 00:00:00,21,21.185484,,,,{25196F15-38DB-43A3-8BD3-D4373A877610},1916.16795340061,134863.245827786
66,2017,CA,CDF,HUU,7406,FOXCAMPUNIT_E,,2017/10/31 00:00:00,2017/10/31 00:00:00,9,9.6495667,,,,{8F690CFE-FAC1-4494-9EA8-D3CF32595D8B},1345.41187358908,67291.6937122512
67,2017,CA,CDF,LMU,6832,HLFG RX 1,,2017/06/01 00:00:00,2017/06/30 00:00:00,20,21.692419,,,,{C0AD9574-41ED-443D-B55B-5AD4FE11A48C},1641.92407897423,151132.7021087
68,2017,CA,CDF,CZU,7432,UCSC BROADCAST BURN CP3,3,2017/11/07 00:00:00,2017/11/07 00:00:00,7,7.3450685,,,,{CF811B6E-1E94-4E5F-90C0-2BEDE7739ABC},2130.65036152154,46709.5816179151
69,2017,CA,CDF,SCU,6805,FI-210,,2017/05/28 00:00:00,2017/06/05 00:00:00,14,11.234419,,,,{7A412329-0C6A-41EC-B8CC-DC229A6A85C4},1490.33946914336,72786.1460993934
70,2017,CA,CDF,AEU,7951,EARLY 2018 BROADCAST,3,2018/02/15 00:00:00,2018/02/15 00:00:00,6.6,6.5706334,,,,{0AC5C285-6FFB-4507-8DE2-1D813C4439EE},1911.66929144755,43782.9220604233
71,2017,CA,CDF,BDU,7569,RX BURN,3,2017/11/29 00:00:00,2017/11/29 00:00:00,3,3.1062279,,,,{1E6E2C9A-75DC-4D15-9B76-6CF82A69710E},1171.31628218973,20176.538737592
72,2017,CA,CDF,HUU,5556,GRASSHOPPER,,2017/10/31 00:00:00,2017/10/31 00:00:00,650,657.47656,,,,{FD0DEA6F-5FC4-4563-A5EC-CD7EDB2208F9},38400.9919195987,4579711.71852075
73,2017,CA,CDF,AEU,6841,2017 SPRING BURN,3,2017/06/23 00:00:00,2017/06/23 00:00:00,23,25.25823,,,,{EDF0C786-667D-4317-9775-29EEC2310337},2580.50616078599,169020.563179482
74,2017,CA,CDF,BEU,7518,LOS BUEYOS VMP,,2017/10/30 00:00:00,2017/11/02 00:00:00,3743,3743.6108,,,,{C5464E70-0EDC-4B2D-858D-6A53CCD4C348},22697.9667608624,23141614.32955
75,2017,CA,CDF,RRU,6670,LAKE PERRIS 2017,,2017/05/30 00:00:00,2017/06/01 00:00:00,492,570.83264,,,,{A6E35DA4-39D8-448C-966C-9FA356A45ECA},8439.47489523135,3360331.26869394
76,2017,CA,CDF,MVU,6285,UNIT B1 REBURN,,2017/05/01 00:00:00,2017/05/19 00:00:00,68.80000305,68.796272,,,,{ABC5EA93-E864-4BCA-BFDC-506D2B7490A3},4949.40106394927,394081.407313407
77,2017,CA,CDF,SKU,6554,WHITE ROCK,,2017/06/15 00:00:00,2017/06/30 00:00:00,21,21.982418,,,,{7A75D70A-8E67-42C3-B5FF-649929642708},1914.91305569064,159382.058618017
78,2017,CA,CDF,RRU,6546,HIDDEN VALLEY 2017,,2017/05/24 00:00:00,2017/05/24 00:00:00,166,166.37645,,,,{B0240A03-2A13-4C41-92D4-B758C45FB8C7},4091.65936995175,971364.420249931
79,2017,CA,CDF,SCU,6890,HONEYMOON PLOT,,2017/06/28 00:00:00,2017/06/29 00:00:00,3.5,3.4669585,,,,{3840D0CD-0FCE-4637-9DAB-E36851163493},638.368633532646,22233.9620461948
80,2017,CA,CDF,MMU,7036,BURN AREAS 16/17,,2017/05/22 00:00:00,2017/05/24 00:00:00,29,169.06972,,,,{BE118445-86E3-4443-8DFE-9918CBCB280B},12370.5402445676,1080867.61064264
81,2017,CA,CDF,AEU,7415,2017 FALL BURN,7,2017/10/30 00:00:00,2017/10/31 00:00:00,119,242.49719,,,,{CC79F6DF-F91C-458A-A76D-31D7E48011BC},7188.94655298662,1622729.37813139
82,2017,CA,CDF,HUU,7409,FOXCAMPUNIT_B,7,2017/10/31 00:00:00,2017/10/31 00:00:00,16,16.860498,,,,{8017CE84-D856-4B5B-9B4B-26A24AA35B7B},1834.0047553499,117515.054521501
83,2017,CA,CDF,MEU,8001,NOVEMBER 2017 PRESCRIBED FIRE,3,2017/11/07 00:00:00,2017/11/07 00:00:00,40,158.01573,,,,{79BD4197-D32A-4297-BA03-64DA81009726},4555.87452449072,1079997.95769093
84,2017,CA,CDF,MEU,8004,NOVEMBER 2017 PRESCRIBED FIRE,3,2017/11/07 00:00:00,2017/11/07 00:00:00,85,178.72887,,,,{17C7AF74-D64F-414F-9565-422683F61AC9},6757.44844111004,1194961.45704906
85,2017,CA,CDF,SLU,8019,TALLEY BURN UNIT 1,3,2018/02/16 00:00:00,2018/02/16 00:00:00,17,17.039022,,,,{804A5CFC-817F-42B9-AD75-60AE6D924CB7},2356.38503656796,103402.266020636
86,2017,CA,CDF,SLU,8020,TALLEY BURN UNIT 2,3,2018/02/17 00:00:00,2018/02/17 00:00:00,5,4.7901778,,,,{39E8C860-884E-4ECA-8F69-DCB9519ECFA9},866.089691317258,29068.2505600336
87,2017,CA,CDF,FKU,7491,2017 RX BURN,3,2017/11/14 00:00:00,2017/11/15 00:00:00,283,282.60425,,,,{F5506C7E-2A7E-4323-A726-80F9B603C6B7},6453.21975379455,1758001.93643375
88,2017,CA,CDF,RRU,6548,COLORADO SOUTH 2017,,2017/06/13 00:00:00,2017/06/13 00:00:00,105,105.11926,,,,{AA60EB00-73D5-4DFC-9B2A-3959354ADE78},4197.51028513323,613461.140762791
89,2017,CA,CDF,LNU,6804,WIGGINS BURN/CLASS ,7,2017/05/22 00:00:00,2017/06/16 00:00:00,99,99.165001,,,,{EBC8EE4F-A3A8-4D1C-AE17-01E6C8BA9CA1},5396.30268392836,665606.286870771
90,2017,CA,CDF,TUU,6664,RX BURN,3,2017/06/01 00:00:00,2017/06/01 00:00:00,15.28999996,15.285908,,,,{A02EA850-51F2-440C-BE1E-2FB8FEF28504},4144.53895117814,94885.699688368
91,2017,CA,CDF,CZU,7477,2017 BROADCAST BURN,3,2017/11/07 00:00:00,2017/11/07 00:00:00,128,128.48396,,,,{D075BB49-8329-4E04-9397-A4CC462E1945},4504.35304162493,819797.125261449
92,2017,CA,CDF,TGU,6837,THE BREAKS 877 ACRES,,2017/06/15 00:00:00,2017/06/15 00:00:00,877,873.98706,,,,{2B4F2DCF-6F2D-4A12-9BCC-C488A3E90CAC},10713.3227864126,6047665.81468751
93,2017,CA,CDF,LMU,7390,LMU ASH CREEK WILDLIFE AREA,,2017/10/01 00:00:00,2017/10/31 00:00:00,240,240.99057,,,,{F1B13E15-5075-4DDD-BED1-DB3D154C56FF},5899.71644733002,1723831.9568611
94,2017,CA,CDF,SLU,6933,RANGE BURN,3,2017/06/11 00:00:00,2017/06/13 00:00:00,53,56.875317,,,,{260AEC9B-351B-4715-B711-32DEA796C235},2626.36169182653,346748.797954135
95,2017,CA,CDF,MRN,6829,LIVE DRILL 2,,2017/06/22 00:00:00,2017/06/23 00:00:00,3,3.0974138,,,,{35C99195-4A7A-4EDA-BB6F-A20FEC7E9540},541.265467547244,20240.9113769155
96,2017,CA,CDF,HUU,7411,FOXCAMPUNIT_A,,2017/10/31 00:00:00,2017/10/31 00:00:00,6,6.5938754,,,,{27556636-4031-472D-82CB-C6EB5C9B0A27},1038.3775492442,45956.6410392002
97,2017,CA,USF,MDF,6130085000 calfire 6542,calfire name LMU BENCH RX 6 UNIT 16,3,2017/05/22 00:00:00,2017/05/22 00:00:00,400,417.48712,,,,{85EBA5B7-7835-437A-BE05-EF6EB060A90B},9824.24192289906,3021803.10110223
98,2017,CA,CDF,FKU,7292,2017 BROADCAST BURN,3,2017/10/04 00:00:00,2017/10/05 00:00:00,70,88.305618,,,,{2A3F1F33-209C-499A-A219-B45212A12A57},3070.92699055792,556578.049262634
99,2017,CA,CDF,LNU,7992,2018 BURN,7,2018/02/21 00:00:00,2018/03/21 00:00:00,5,4.7707767,,,,{8F15B803-50FA-4B84-B0FD-B31FDDE31412},1356.47377073687,31554.7549403604
100,2017,CA,CDF,MVU,8002,RCM VMP 2018 UNIT 7,,2018/01/01 00:00:00,2018/03/01 00:00:00,95,94.824738,,,,{8A0347D9-06F0-4153-B87A-C10827E22744},3467.03815491884,544258.649366001
101,2017,CA,CDF,TUU,7501,MCANLIS BURN,7,2017/11/15 00:00:00,2017/11/17 00:00:00,40,40.396271,,,,{F66CD80D-632D-40A6-9B1B-82F3A2566EB8},3171.43713480797,251887.398437626
102,2017,CA,CDF,TGU,6835,BROWN UNIT ,,2017/06/14 00:00:00,2017/06/14 00:00:00,715,718.04565,,,,{2C2D3A06-1414-4296-A709-050B6E11414F},11079.03375064,4941227.21723937
103,2017,CA,CDF,HUU,7400,10312017_RXBURN_MEZEPPA,7,2017/10/31 00:00:00,2017/10/31 00:00:00,150,155.11017,,,,{653B53ED-FBC5-442A-B900-69F0F7EF0BF8},4904.23085441414,1086483.37610571
104,2017,CA,CDF,SKU,6129,SHASTA VALLEY WILDLIFE AREA,,2017/03/20 00:00:00,2017/03/21 00:00:00,5.30999994,5.3080697,,,,{85B2A94E-DF53-4151-8087-C5032AC36721},984.356837352274,38563.9896288295
105,2017,CA,CDF,LNU,6803,YOLO BURN,7,2017/06/05 00:00:00,2017/06/16 00:00:00,230,230.46283,,,,{8881CA33-6958-4DD5-BCD4-7D39E5E4C3FE},5294.58211649411,1529780.23797737
106,2017,CA,CDF,TCU,6928,SARBB-JUNE-BROADCAST BURN,3,2017/06/01 00:00:00,2017/06/30 00:00:00,50.97999954,49.928959,,,,{A8A1F1F6-C92C-4EA1-938B-CF2E72C827F1},4432.87956080482,325229.083224564
107,2017,CA,CDF,AEU,6903,2017 SPRING BURN,7,2017/06/29 00:00:00,2017/06/30 00:00:00,133,133.38672,,,,{C7F64398-50C6-4339-AF15-2A4CD454BD18},6822.02066301981,891390.636405861
108,2017,CA,CDF,TGU,7295,2017 TURRI BURN #1,7,2017/10/04 00:00:00,2017/10/04 00:00:00,324,323.99823,,,,{9CFC31C0-A4FE-4A31-AD20-B6FB579E8097},6457.39117438942,2231964.07443457
109,2017,CA,CDF,CZU,6852,SAN ANDREAS DAM FACE,,2017/06/28 00:00:00,2017/06/28 00:00:00,4.5999999,6.6195197,,,,{DDDF25DB-26CC-4923-859F-AF6BF3AA9A7B},945.481904220383,42725.7126383212
110,2017,CA,CDF,SCU,6825,CORAL VMP,,2017/05/21 00:00:00,2017/06/04 00:00:00,25,86.993248,,,,{17F1AF1E-B7EC-44F7-981D-2E3B2D567C91},3247.12136716783,557654.355112968
111,2017,CA,CDF,SLU,7462,VIERRA #1,,2017/11/02 00:00:00,2017/11/02 00:00:00,15.93999958,15.943582,,,,{276EA532-BA9D-4576-9214-4929FF79B54E},1356.35088356623,97529.0372782071
112,2017,CA,CDF,BTU,8048,GARLAND 2018,,2018/01/26 00:00:00,2018/02/25 00:00:00,80,85.795166,,,,{3DB90496-D593-481F-ABFD-975E9A5B37C2},5045.77753461972,590726.175554656
113,2017,CA,USF,ANF,TANBARKFBK,,3,2017/03/25 00:00:00,2017/03/25 00:00:00,90,89.994019,,,,{33D9DB4A-D73E-45CA-A7AC-CFCDF81733A6},6610.40778915657,533587.792838549
114,2017,CA,USF,CNF,F025211002,,3,2017/06/01 00:00:00,2017/06/01 00:00:00,2,1.9076179,,,,{0F6D923D-A3E5-490B-828B-9F2B59E1EB40},506.34221986863,11166.3060931867
115,2017,CA,USF,CNF,F025211003,,3,2017/06/01 00:00:00,2017/06/01 00:00:00,7,7.3858013,,,,{06F76DCD-6148-42E9-9167-B3D34D8EA3F7},958.132276395575,43240.9144196403
116,2017,CA,USF,CNF,F025313002,,3,2017/06/01 00:00:00,2017/06/01 00:00:00,22,22.381138,,,,{EBA620D6-96D2-411A-972E-0E580555C296},13646.2307006094,1210357.64889114
117,2017,CA,USF,CNF,F025411003,,3,2017/04/20 00:00:00,2017/04/20 00:00:00,61,61.331783,,,,{A2275096-E558-44FC-BC03-B8E457E0BEC9},6465.51273258026,352217.457081764
118,2017,CA,USF,CNF,F025414001,,3,2017/02/01 00:00:00,2017/02/01 00:00:00,113,112.81966,,,,{E6264136-A604-4ED7-8EBE-7BE351A43580},5614.93109065305,648748.715909497
119,2017,CA,USF,CNF,F025414001,,3,2017/03/20 00:00:00,2017/03/20 00:00:00,131,130.82709,,,,{23AFB89A-4D28-439E-8610-69BD4D298067},4126.72171777189,752827.916863452
120,2017,CA,USF,CNF,F025414001,,3,2017/02/20 00:00:00,2017/02/20 00:00:00,138,138.73009,,,,{097C8AA9-FEBD-493F-80BD-DC9562413EE5},5658.59955643631,797974.941494631
121,2017,CA,USF,ENF,1331177000,,3,2017/05/23 00:00:00,2017/05/23 00:00:00,108,108.37385,,,,{7751D83C-8AA0-4CFB-9540-15A1C4EE1349},4908.27404782104,718044.54071783
122,2017,CA,USF,ENF,1341101000,,3,2017/03/15 00:00:00,2017/03/15 00:00:00,117,85.264908,,,,{80BD4035-AC44-44C6-8DFE-C6B4CF436025},3823.85917885933,563636.230027392
