OBJECTID,YEAR_,STATE,AGENCY,UNIT_ID,TREATMENT_ID,TREATMENT_NAME,TREATMENT_TYPE,START_DATE,END_DATE,TREATED_AC,GIS_ACRES,RX_CONSUM,PRE_CON_CLASS,POST_CON_CLASS,GlobalID,SHAPE_Length,SHAPE_Area
2852,2000,CA,DOD,CRB,0000000000000000, ,,,,0,771.34943,,,,{5BB55CD6-6C7D-48E1-BE0D-68C4EB75F5B7},13088.2870776883,4758646.91822894
2853,2000,CA,DOD,CRB,0000000000000000, ,,,,0,1033.7195,,,,{ED0D3FF6-2792-4067-8381-9A80B7BB360E},10818.8436600532,6369838.48181515
2854,2000,CA,DOD,CRB,0000000000000000, ,,,,0,322.20837,,,,{70774459-7FDA-48E0-BBFF-C3BDB559EAE2},9209.52132964648,1988897.8848614
2855,2000,CA,DOD,CRB,0000000000000000, ,,,,0,1781.0402,,,,{62DD6B46-7055-4C15-B18A-D0FADBC974EF},13520.551434546,10988223.9332544
2856,1990,CA,CDF,LMU,00000RX2-011-LMU,COTTONWOOD CREEK VMP,,1990/10/24 00:00:00,,0,191.64874,,,,{1FFE7B14-85F4-40F6-971F-5238F3849ED5},7162.43154376267,1375209.47907949
2857,1996,CA,CDF,BTU,0000279600000000,LODGE #3,3,1996/07/29 00:00:00,,0,643.36359,4,1,1,{DD48AA41-13F8-48AF-8D21-2D25249551F4},25482.2328351939,4357259.22778862
2858,1991,CA,CDF,BTU,0000199000000000,LODGE #1,3,1991/02/19 00:00:00,,0,1119.4922,4,1,1,{24970B7F-A183-4AC9-AF85-34B07C032851},31154.7820306001,7581156.86884788
2859,1999,CA,CDF,SHU,00000RX02-063000,STEPHENSON #3,,1999/10/16 00:00:00,,0,304.9809,,,,{EDD515D1-1E83-4ED0-B09E-C4044A4FC539},8057.19861097488,2150706.76939339
2860,1999,CA,CDF,SHU,00000RX02-057000,MYERS #1,,1999/10/16 00:00:00,,0,511.65314,,,,{C13C791C-B007-468F-824E-F493C3A9689E},8482.71431019662,3604699.76104316
2861,1999,CA,CDF,SHU,00000RX02-062000,MYERS #2,,1999/10/16 00:00:00,,0,389.29852,,,,{13E0FFF5-3F94-4465-BC41-71DD7036B3E5},7246.59027853901,2742691.43743148
2862,1986,CA,CCO,LAC,0000000000000000,SALT/TAPO BURN,,1986/10/30 00:00:00,,0,4257.2144,,,,{A17F6266-82E1-4CDD-A1D6-0BF920D81CBF},31610.1961173247,25352749.1463705
2863,2003,CA,USF,MNF,0000000000038856,GRINDSTONE TYPE CONVERSION,,2003/12/07 00:00:00,2003/12/10 00:00:00,4,4.477787,,,,{2AA3943F-CB1A-4687-9225-A835BB5CF890},911.693713427509,30547.6055733758
2864,2003,CA,USF,MNF,0000000000038856,GRINDSTONE TYPE CONVERSION,,2003/12/07 00:00:00,2003/12/10 00:00:00,44,44.334194,,,,{6D01ACAB-EF7E-4E97-B4EF-F68423E1EEC7},3516.94291783036,302408.060233674
2865,2004,CA,USF,MNF,0000000000027483,GRINDSTONE BRUSH (GS),,2004/01/15 00:00:00,2004/09/15 00:00:00,181,181.56201,,,,{29C0F023-ECB6-4511-9B2A-FD57C9B3F481},4595.31448901531,1238215.98677396
2866,2004,CA,USF,TNF,0000000000027755,56 03 ZINGIRA BROADCAST BURN,,2004/04/10 00:00:00,2004/04/12 00:00:00,31,30.825905,,,,{8B10E899-D4B2-4B14-A262-CB0EF2BC405C},2295.64666481353,209935.808110447
2867,2004,CA,USF,MNF,0000000000025517,BLOODY ROCK,,2004/06/01 00:00:00,2004/07/01 00:00:00,39,39.471851,,,,{E2955BA8-5BAC-49B7-9D42-4267173DEC15},5224.06426678256,268469.298933137
2868,2005,CA,CDF,HUU,RX-North-042-HUU,FOX CAMP II UNIT E,,2005/10/18 00:00:00,2005/10/18 00:00:00,1.7,1.7051649,1,,,{3DDBFE8C-0F6A-4FE5-8451-68495A8FAE88},542.710746263904,11891.9442898964
2869,2005,CA,NPS,BNP,0000000000000018,UNIT 1 RX,,2005/03/17 00:00:00,2005/03/31 00:00:00,449,449.99249,1,,,{C081ED51-6579-417F-B482-11F64BF64BF4},13515.4251835001,3282900.00350767
2870,2005,CA,NPS,BNP,0000000000000343,BN BOUNDARY RX,,2005/09/22 00:00:00,2005/10/07 00:00:00,222,204.02275,1,,,{69A281DE-6EB5-446F-B84E-8F93F20D4E4F},7534.72218029052,1481974.67529595
2871,2005,CA,NPS,WNP,0000000000000002,SALT CREEK ABD,,2005/02/10 00:00:00,2005/02/12 00:00:00,203,248.61107,1,,,{9AC7ACDA-C37D-41E3-8323-85BEB8D9FC27},10232.2864127245,1745421.64482985
2872,2005,CA,NPS,WNP,0000000000000352,MULE,,2005/03/16 00:00:00,2005/03/18 00:00:00,330,322.86456,2,,,{C6D9ECE8-6E9D-4459-93D2-21687A2B25D2},7843.51124979653,2266095.59724693
2873,2005,CA,NPS,WNP,0000000000000352,BUCK-A,,2005/03/16 00:00:00,2005/03/18 00:00:00,125,122.79749,1,,,{5D94004A-5C00-4814-92F7-A0E1E6325231},4487.38508397137,862293.850782219
2874,2005,CA,NPS,WNP,0000000000000887,ROOST-A,,2005/06/01 00:00:00,2005/06/03 00:00:00,285,282.22784,2,,,{E3280B25-0128-4F9F-8404-5DDC90430BD2},7966.93589942429,1983277.81403017
2875,2005,CA,NPS,WNP,0000000000002360,QUEEN MARY II,,2005/10/19 00:00:00,2005/10/23 00:00:00,548,523.55408,1,,,{636B4B94-36FF-4F75-94E8-AC6F9BE4773E},11741.6068687364,3677932.7195654
2876,2005,CA,BLM,NOD,0000000000002360,QUEEN MARY II,,2005/10/19 00:00:00,2005/10/23 00:00:00,237,230.58043,2,,,{52280674-3BF1-42F9-B0F6-A34B8E6BFAAF},6871.9559031584,1619355.21042892
2877,2005,CA,NPS,WNP,0000000000002563,ROOST-B,,2005/11/18 00:00:00,2005/11/19 00:00:00,241,239.39334,2,,,{2653D391-CDAB-4300-BB97-5EBBD9E6AC68},6554.17069401183,1682730.09441993
2878,2004,CA,NPS,YNP,0000000000000640,YV-17,,2004/04/02 00:00:00,2004/05/19 00:00:00,40,39.848438,3,,,{4426809F-2E92-4D90-AA66-7F8893B69A46},2562.52777056465,258244.076204476
2879,2004,CA,NPS,YNP,0000000000004261,YV-07,,2004/09/28 00:00:00,2004/10/01 00:00:00,33,32.932758,4,,,{2C33E3C8-3554-4768-B945-CD8349C06F07},2297.80758362604,213380.177419998
2880,2004,CA,NPS,YNP,0000000000000640,YV-08,,2004/05/18 00:00:00,2004/05/19 00:00:00,17,16.860535,3,,,{DD86DC8C-42F5-4BD4-8AF4-8B1D93F3D4EC},3465.67096815598,109239.269773452
2881,2004,CA,NPS,YNP,000000000003997,YV-06,,2004/09/29 00:00:00,2004/10/01 00:00:00,34,33.613262,3,,,{1CAEADBD-AD69-43EA-9B20-9DD5BE52CD41},4608.19686663575,217770.123955711
2882,1989,CA,CCO,KRN,0000RX-4-001-KRN,LECHERIA CANYON,,1989/01/06 00:00:00,,0,3099.374,,,,{84E44571-352E-490A-8873-F04DDC576FCB},22777.1538700668,18690712.4069098
2883,2006,CA,USF,STF,3279555,WFU FY2006,7,,2005/11/07 00:00:00,43.2134468320488,43.213375,,,,{5C5E3F77-63DC-41EE-9E59-FDB0EBC9D029},4988.40034559131,285114.221014652
2884,1995,CA,CDF,BTU,0000306000000000,BEATSON HOLLOW,3,1995/09/01 00:00:00,,0,791.02667,3,3,2,{65EE3781-FEA8-48A2-B629-6DE07CD13106},10652.7314676879,5396099.86882208
2885,1995,CA,CDF,SCU,000000000RX1-029,ISABEL,,,,0,3745.76,,,,{13970058-746A-4485-B955-768C9FAE7A19},30400.3334517536,24011561.5731912
2886,1995,CA,CDF,SCU,000000000RX1-032,NO NAME,,,,0,113.44798,,,,{BCCBB195-02FC-40F4-9298-97EA55343EA1},5293.66663212692,727148.718500835
2887,1995,CA,CDF,SCU,000000000RX1-032,ORESTIMBA,,,,0,1385.9897,,,,{440F708A-BF6F-41A9-A72B-FE649691C3DA},14274.0564475036,8883684.62108763
2888,1995,CA,CDF,RRU,000000RRU-028645,ST. ROSA/MESA BURRO,,1995/06/28 00:00:00,,0,738.22034,,,,{372A6C91-5E1E-4393-8705-4FD89C2ABB55},13338.5211901087,4310319.06360978
2889,1995,CA,CDF,RRU,0000000000000000,REDHILL,,1995/04/22 00:00:00,,0,51.056362,,,,{17F8EE5D-AB82-4DAE-98BD-92726FB075AA},2671.0702843833,299630.513462057
2890,1995,CA,CDF,SHU,00000002-040-SHU,ATKINS,,1995/09/26 00:00:00,,0,476.43341,,,,{D1973B90-12AE-4ECE-AE36-2D97D8639DAB},9124.31373464048,3348082.58882098
2891,1995,CA,CDF,SHU,00000002-039-SHU,FALL RIVER #2,,1995/02/28 00:00:00,,0,561.76343,,,,{7E3961BF-A610-4167-BA7E-F772E118D6D6},9710.92852632715,4007594.00646129
2892,1995,CA,CDF,SHU,00000002-044-SHU,J-BIRD,,1995/11/08 00:00:00,,0,182.78937,,,,{864BD6E3-A130-4CB0-B778-2AEEF26D9624},4342.31253120186,1282648.87172314
2893,1995,CA,CDF,MMU,00000RX-4-008-MM,DEADWOOD VMP #1,,,,0,409.65604,,,,{4854D733-681D-4228-B30D-61286E14D33B},8142.31039833002,2626938.64972593
2894,1995,CA,CDF,MMU,00000RX-4-013-MM,WYLE VMP #3,,,,0,1176.8225,,,,{4959AAD1-703F-42BE-91C5-C132F4A12BB4},11524.3635639172,7512101.07497755
2895,1995,CA,CDF,LMU,000000000002-024,WEBB VMP UNIT 11,,,,142,96.481949,4,,,{85390ACD-3ED5-4EA6-83AA-81F26B93AD47},3194.37835820028,695036.239867752
2896,1995,CA,CDF,LMU,000000000002-024,WEBB VMP UNIT 2,,,,505,505.38333,4,,,{F7BCC9EE-F48D-42CF-BE7E-030B34875F1F},9596.87413816578,3643426.2445936
2897,1995,CA,CDF,LMU,000000000002-024,WEBB VMP UNIT 4,,,,583,349.28461,4,,,{EA515090-3F07-487B-BE92-0C91E5DB3B4A},7638.84136470728,2515287.72940903
2898,1995,CA,CDF,LMU,000000000002-024,WEBB VMP UNIT 8,,,,729,729.73993,4,,,{200A407C-8CD4-4285-B9E0-82563A3FBF8A},13851.836446809,5262912.99499018
2899,1995,CA,CDF,LNU,00000RXI-015-SNU,ANNADEL,,,,0,80.160767,,,,{3EEF3FB6-31FE-4714-B34E-1C53E1B9EC06},3019.85603672805,529059.754396658
2900,1995,CA,CDF,LNU,00000RX1-012-SNU,COOLEY RANCH,,,,0,2881.5515,,,,{5A7C85CE-5402-41B7-9BBA-3F8071E1DAA0},20588.6369190427,19232807.2905374
2901,1995,CA,CDF,LNU,00000RX1-030-LNU,CRESTMONT VMP,,,,0,132.67624,,,,{2200BB1C-DBE9-4E17-83C5-F051C8433E26},4355.30739145115,879148.439754398
2902,1995,CA,CDF,LNU,00000RX1-012-SNU,SUGARLOAF VMP,,,,0,203.71371,,,,{C03C5EBC-0D60-4A3E-AD25-7738C1188754},4915.71940133718,1345789.40249218
2903,1995,CA,NPS,YNP,000000000YNP-050,WAWONA#6,,,,0,8.863183,,,,{1820CB7F-C82B-450C-8D33-3AD1E80E9AF1},1115.52304182869,57158.1263651632
2904,2004,CA,USF,KNF,0000000000024354,CANYON/KELSEY 55,,2004/10/11 00:00:00,2004/10/11 00:00:00,5.42200411599567,5.4223604,,,,{D8EAC3F6-2061-426F-85E3-0CEF1266BBDC},917.333261654042,39266.7187127082
2905,2005,CA,USF,TNF,0000000003257155,(54) SELLIER CREEK EA,3,2005/03/14 00:00:00,2005/03/14 00:00:00,104.679368062199,104.68227,,,,{EDF49636-3334-41BC-B86B-5DD4A3D0978F},6738.76088668686,703846.811462025
2906,2005,CA,USF,TNF,0000000003257961,(57) WORN MILL EA,3,2005/07/01 00:00:00,2005/07/01 00:00:00,46.0360067927157,46.036812,,,,{BDC9443F-2EBC-4CE3-B4D3-9F0D50348B22},3820.63812478878,312879.851356782
2907,2005,CA,USF,KNF,0000000003241282,SHINAR UNDERBURN 05,3,2005/07/21 00:00:00,2005/07/21 00:00:00,21.3909401045554,21.39036,,,,{7376DE66-1B9F-438F-966F-09FF857BF3DA},2064.2526284248,156221.356036285
2908,2005,CA,USF,MDF,0000000003225531,05 HACKAMORE,3,2005/09/30 00:00:00,2005/09/30 00:00:00,86.6877317780798,86.323166,,,,{27A9797C-397E-4CE7-9B46-218D25DE6162},3600.95718078478,623998.730165001
2909,2005,CA,USF,MDF,0000000003225531,05 HACKAMORE,3,2005/09/30 00:00:00,2005/09/30 00:00:00,43.6758403881159,43.66457,,,,{7B397A60-43DF-40D8-B16F-4F2DE3CC95DF},2726.63408028279,315589.573960276
2910,2005,CA,USF,MDF,0000000003225531,05 HACKAMORE,3,2005/09/30 00:00:00,2005/09/30 00:00:00,104.181356963063,104.18185,,,,{B2DC8A4D-C3FD-4786-9E00-ABBC8E2EE3B1},3856.70135114688,753210.438720248
2911,2005,CA,USF,MDF,0000000003225531,05 HACKAMORE,3,2005/09/30 00:00:00,2005/09/30 00:00:00,617.155041947569,617.17029,,,,{5FEB41C4-34A1-4BA0-9176-592949F18035},9124.87462410932,4471660.20965049
2912,2005,CA,USF,MNF,0000000003235893,ROUND MTN. PLANTATION,3,2005/09/30 00:00:00,2005/09/30 00:00:00,31.6683887985032,31.668409,,,,{3D67EC30-5A99-415C-858C-61C575658FDD},3284.83179216043,214494.17232344
2913,2005,CA,USF,MNF,0000000003235893,ROUND MTN. PLANTATION,3,2005/09/30 00:00:00,2005/09/30 00:00:00,9.01581332858052,9.0157518,,,,{88789FF8-F29C-495D-AC3B-F9A14C7F04BA},1310.55497352363,61055.1086244918
2914,2005,CA,USF,MNF,0000000003243839,WESTSIDE BRUSH,3,2005/09/30 00:00:00,2005/09/30 00:00:00,14.780933919326,14.781188,,,,{A90043A3-40F0-4490-8C00-A84BA199183E},1652.79888353082,99963.2655500394
2915,2005,CA,USF,MNF,0000000003243839,WESTSIDE BRUSH,3,2005/09/30 00:00:00,2005/09/30 00:00:00,86.0696895693605,86.068024,,,,{5EEE46D4-EE40-4455-AD84-89C0316098A6},4183.3583165946,581852.906804864
2916,2005,CA,USF,MNF,000000003221218,LITTLE STONY,3,2005/09/30 00:00:00,2005/09/30 00:00:00,9.50407426347781,9.5039034,,,,{705301B3-B0A9-4ABF-96CB-117AE70BDC11},1463.72398333743,64391.6583306744
2917,2005,CA,USF,MNF,000000003221218,LITTLE STONY,3,2005/09/30 00:00:00,2005/09/30 00:00:00,4.67671923850549,4.676898,,,,{A9BAC2A8-B892-4E77-902A-EC6617838BB3},883.58762678338,31684.0828411212
2918,2005,CA,USF,MNF,000000003221218,LITTLE STONY,3,2005/09/30 00:00:00,2005/09/30 00:00:00,31.8601494062308,31.859762,,,,{CE1C06D8-27B9-4FB3-9205-8A9D8938841C},2087.06503414957,215814.132184307
2919,2005,CA,USF,MNF,000000003221218,LITTLE STONY,3,2005/09/30 00:00:00,2005/09/30 00:00:00,4.50765018640987,4.5075812,,,,{BCF53796-5475-45FD-9967-FD60159542BD},807.46485865402,30540.0280142861
2920,2005,CA,USF,MNF,000000003221218,LITTLE STONY,3,2005/09/30 00:00:00,2005/09/30 00:00:00,11.6106325303336,11.610214,,,,{2AC494F8-E627-4498-A008-9BBDE0DB1223},1255.00598583227,78648.3182326205
2921,2005,CA,USF,PNF,000000003223947,SPANISH/CAMP,3,2005/06/07 00:00:00,2005/06/07 00:00:00,19.6062412823731,19.607174,,,,{FD206EE6-2482-411A-A2D2-75C05F613480},1541.53469124232,135274.878410285
2922,2005,CA,USF,PNF,000000003223947,SPANISH/CAMP,3,2005/06/07 00:00:00,2005/06/07 00:00:00,46.224026635708,46.225876,,,,{7B85CA5D-2D53-4D9F-AA28-4D94291FA5EC},2953.90176840475,318882.282463801
2923,2005,CA,USF,PNF,000000003223947,SPANISH/CAMP,3,2005/06/07 00:00:00,2005/06/07 00:00:00,3.08766029528535,3.0877225,,,,{45E11EC4-02C8-4096-9593-A14FAB6C512E},633.61453615398,21298.1876748599
2924,2005,CA,USF,PNF,000000003223947,SPANISH/CAMP,3,2005/06/07 00:00:00,2005/06/07 00:00:00,16.1179134043856,16.118126,,,,{D30B70AA-BDAF-401B-9869-2421A8E42114},2261.72435834793,111138.824798852
2925,2005,CA,USF,PNF,000000003223947,SPANISH/CAMP,3,2005/06/07 00:00:00,2005/06/07 00:00:00,7.96364801108873,7.9640336,,,,{2740ABA0-DB85-4451-8E2C-4DFAEFCBE6B7},1372.17914270884,54911.3654805352
2926,2006,CA,USF,SNF,6265227,BARNES NORTH06,3,,2006/07/19 00:00:00,801.557211544059,801.55688,,,,{2ADF74BA-6476-4E12-9E8B-0D6479A731D7},16409.3744644404,5098213.50467742
2927,1995,CA,NPS,YNP,000000000YNP-078,TENT CITY,,,,0,89.775124,,,,{EA6FBAC1-69F6-446D-B248-2643895C53D3},4384.20562131679,582135.643394811
2928,1995,CA,NPS,YNP,000000000YNP-098,WAWONA 7,,,,0,11.403751,,,,{A17EE7D1-561E-4FBD-8831-5E8B264FC3B0},1430.7580597003,73527.9417447059
2929,1996,CA,CDF,MEU,0000000000000000,BIGFOOT VMP,,1996/09/25 00:00:00,,0,2146.1465,,,,{EC4D0276-DCCA-407F-A361-4A107C915948},20509.3978198483,14333520.1996227
2930,1996,CA,CDF,TUU,0000620200000000,SHADE  1/4,,1996/09/01 00:00:00,,0,3457.2439,,,,{154E1EB0-850D-459C-A970-4919BC7F52BA},22605.0085810033,21730252.7879449
2931,1996,CA,CDF,NEU,00000ST..PARKAST,MARTIN RANCH #1,,1996/10/02 00:00:00,,0,40.709763,,,,{60637B0E-A06E-4205-B0DE-5F3A5BC9FA37},2296.52462774108,275970.848317752
2932,1996,CA,CDF,NEU,00000ST..PARKAST,POINT DEFIANCE,,1996/10/22 00:00:00,,0,246.37184,,,,{44C82890-68CD-40A5-B768-DEC28E3AEE91},5487.2529160772,1667034.42804898
2933,1996,CA,CDF,NEU,00000ST..PARKAST,COLUMBIA HILL,,1996/10/20 00:00:00,,0,1518.1581,,,,{BE62BFD7-6D7B-495F-9FFA-7A2E50B8349A},15346.2192499009,10293735.4251501
2934,1996,CA,CDF,NEU,00000RX2-027-NEU,SHIELDS CAMP,,1996/02/15 00:00:00,,0,51.03883,,,,{64D5C7F5-F7FB-41DE-AED3-1921C5ED647A},3040.16246270764,346091.240570282
2935,1996,CA,NPS,YNP,000000000YNP-167,YV10BELCAP,,,,0,18.570934,,,,{CACB1245-3059-4D1E-B8A5-C320ED1CBAEC},1396.74216236906,120324.219921158
2936,1996,CA,NPS,YNP,000000000YNP-001,NORTH MTN,,,,0,1018.1238,,,,{71257B29-98F1-49AB-9789-9523FB59B905},12730.1490924479,6634824.75395698
2937,1996,CA,NPS,YNP,000000000YNP-019,YV#3,,,,0,49.537823,,,,{B4259985-D430-4C44-AB25-B393667F5D63},4584.20278721601,320965.16605265
2938,1996,CA,NPS,YNP,000000000YNP-029,WAWONA #2,,,,0,21.951738,,,,{19335400-8C18-4391-BA41-EE22F263C373},1654.53812532749,141548.725566534
2939,1996,CA,NPS,YNP,000000000YNP-166,HISTORY,,,,0,9.4098015,,,,{8641004F-F00B-45C5-A7A7-C33BAEA36419},1116.47500107396,60670.2863932823
2940,1996,CA,CDF,CZU,0000000000RX1996,BIG BASIN,,,,0,259.85275,,,,{7983FA33-0A94-4F8C-8154-12A7DBF42AF9},5930.20307671427,1660918.22847095
2941,1996,CA,CDF,SLU,0000000000000000,LONG CYN - PORTE,,,,0,894.05194,,,,{DCDE1355-DF37-4080-BA78-4013CC0FB9E1},12708.863669585,5414357.10290687
2942,1996,CA,CDF,BDU,0000007900000000,SUMMIT VALLEY 4 BU1,,,,0,1236.0541,,,,{73F9CB19-F58F-42E2-B033-9868D8A83488},12403.6061827513,7350887.81305647
2943,1996,CA,CDF,BDU,0000000000000000,SUMMIT VALLEY 3 BU1,,,,0,1177.2649,,,,{D4089FE7-2A6A-4B68-AC8E-0BEEB32FA3F5},13918.989398268,7007653.30294208
2944,1996,CA,CDF,BDU,0000000000000000,SUMMIT VALLEY 3 BU2,,,,0,1210.666,,,,{77E2A1A1-5162-417A-97E7-EFF8500202CB},14485.1233730825,7205014.64733484
2945,1996,CA,CDF,BDU,0008109200000000,ETIWANDA,,1996/12/17 00:00:00,,0,233.67296,,,,{91B6CD1F-21B1-4F94-8847-FFC59EBA2EFE},5290.30903434034,1384281.00005464
2946,1996,CA,NPS,RWP,0000000000000000,PIG PEN,,1996/02/14 00:00:00,,0,19.957462,,,,{27607426-9A7A-4A9F-8388-9C3073B714AB},1737.37937384941,142660.147544925
2947,1996,CA,NPS,RWP,0000000000000000,CHILDS,,1996/10/17 00:00:00,,0,524.62756,,,,{F23E2C30-9654-4F1D-BB2D-469D5971D33B},10520.7185879823,3749117.35102326
2948,1996,CA,NPS,RWP,0000000000000000,CHILDS,,1996/10/17 00:00:00,,0,142.85899,,,,{2F21DF8B-6260-4C9D-B6C8-885FB0D543D5},4881.63966653338,1020595.51565832
2949,1996,CA,NPS,RWP,0000000000000000,COYOTE CREEK,,1996/10/03 00:00:00,,0,995.84729,,,,{98AFB5C7-6EC6-4719-8B17-B803F3219488},14163.8707005074,7111353.33279675
2950,1996,CA,NPS,RWP,0000000000000000,WOODEN GATE,,1996/09/24 00:00:00,,0,211.36041,,,,{BACFA5B7-33FA-456F-82E5-91A6B1F20998},8768.36199822085,1509604.94145867
2951,1996,CA,NPS,RWP,0000000000000000,TICK,,1996/02/14 00:00:00,,0,34.27055,,,,{5ECA4C8F-FDBC-40E5-8574-4B5F673ECCF9},1916.56139111754,244780.147968386
2952,1998,CA,CDF,SKU,00000RX2-010-SKU,LUIS RANCH #1,,1998/08/02 00:00:00,,0,172.05864,,,,{E7B31B21-B27A-4C81-8A48-0DD5F40ED933},4753.54171738652,1246331.257882
2953,1998,CA,NPS,YNP,000000000YNP-064,ASPEN VALLEY,,,,0,212.47647,,,,{B5574DFD-42E8-4055-8F95-B0B746810F08},5337.32855848387,1380854.19897083
2954,1998,CA,NPS,YNP,000000000YNP-146,PW-2 AV,,,,0,2165.3882,,,,{29221069-E016-42B7-9848-EE80E9A93CB1},28784.3763590054,14062764.3421118
2955,1998,CA,NPS,YNP,000000000YNP-006,FORESTA,,,,0,12.389692,,,,{77411248-D150-4FFF-8EC2-77519D053CA0},1397.69152118474,80218.802058316
2956,1998,CA,NPS,YNP,000000000YNP-038,ELPORTAL98 2B,,,,0,7.0688248,,,,{E87BDF7C-308A-4002-ACA7-866B176EDFF1},1102.07087879775,45744.3457366381
2957,1998,CA,NPS,YNP,000000000YNP-133,11 MILE,,,,0,95.397491,,,,{9F8D99BD-70DE-4610-B42D-AEF33B54AF10},3647.11358758615,616850.043029647
2958,1998,CA,NPS,YNP,000000000YNP-023,STUDHORSE6,,,,0,8.27318,,,,{002785E5-925C-4B2E-A2D7-31C61ACB1176},965.075911084851,53336.5702607249
2959,1998,CA,NPS,YNP,000000000YNP-157,MG#4,,,,0,25.762121,,,,{4B09BB91-102B-4283-B5D8-A94DA8D11140},2553.12342697052,165992.648615995
2960,1998,CA,NPS,YNP,000000000YNP-109,YV-7,,,,0,34.367981,,,,{B17C16B1-8FB5-46D8-BD74-96810CA8653B},2180.2170443904,222678.173928961
2961,1998,CA,CDF,CZU,00000000RXCZU013,BIG BASIN,,,,0,237.15921,,,,{53EB8597-035C-4F02-9398-0CBE5AFA37CB},5437.3506372314,1515097.04560923
2962,1998,CA,CDF,SLU,0000000000000000,ALAMO ARM,,,,0,1106.9969,,,,{853E5B8A-4669-440E-8A15-C3A210F72268},13790.9385670623,6698085.72509846
2963,1998,CA,CDF,SLU,0000000000000000,DELASEY VMP,,,,0,205.98793,,,,{6B42D3CD-6C3F-4D21-9710-44D18B9ADE2A},5637.23069990447,1248208.98431324
2964,1998,CA,CDF,HUU,00000RX-I-021-HU,FALSE CAPE,,1998/10/22 00:00:00,,0,669.46002,,,,{A077ADCE-0DD9-46C5-AF17-15C9135CFEEE},9450.18196492857,4685770.92089078
2965,1998,CA,CDF,HUU,00000000RX-I-022,RICE,,1998/09/29 00:00:00,,0,276.80276,,,,{88FA29FB-1566-40FB-A867-D6796678E7CE},6598.42170631387,1920763.49306284
2966,1998,CA,NPS,RWP,0000000000000000,DOLASON UPPER,,1998/09/14 00:00:00,,0,4.7517085,,,,{6365D14E-F643-4F26-92C6-FDF0C931ADF1},964.231087411591,33999.7326489519
2967,1998,CA,NPS,RWP,0000000000000000,PIG PEN,,1998/10/23 00:00:00,,0,19.957462,,,,{9BBEAF52-64E3-44D9-90FA-FA6663BE5914},1737.37937384941,142660.147544925
2968,1998,CA,NPS,RWP,0000000000000000,SCHOOLHOUSE,,1998/08/19 00:00:00,,0,257.18481,,,,{52A6B1CD-3DE0-474E-AB51-DBAF791FD801},6353.253011103,1837362.43131018
2969,1998,CA,NPS,RWP,0000000000000000,COYOTE CREEK,,1998/08/27 00:00:00,,0,995.84729,,,,{F5EE6479-142B-48F4-B372-0E0258260DC5},14163.8707005074,7111353.33279675
2970,1998,CA,NPS,RWP,0000000000000000,WOODEN GATE,,1998/08/26 00:00:00,,0,211.36041,,,,{B13F0E77-1FFD-41EB-B47E-F9DEAC4A597B},8768.36199822085,1509604.94145867
2971,1998,CA,NPS,RWP,0000000000000000,TICK,,1998/10/23 00:00:00,,0,34.27055,,,,{09C5B728-30DE-4A43-AC6A-ECF476801369},1916.56139111754,244780.147968386
2972,1998,CA,NPS,RWP,0000000000000000,UPPER LYONS,,1998/08/21 00:00:00,,0,198.65993,,,,{4D61ABFB-E99C-46A3-B5A6-41FD76D5F61D},6067.11726479451,1418730.29743222
2973,1998,CA,NPS,RWP,0000000000000000,MAINSTEM,,1998/09/30 00:00:00,,0,31.255392,,,,{9F81DD2F-F5CE-4E3F-A4BA-269927F46DB7},2573.43499080881,223123.412148057
2974,1998,CA,NPS,RWP,0000000000000000,ELK UPPER,,1998/09/11 00:00:00,,0,3.8505881,,,,{78C7DC4B-CD4B-4146-B624-2921A3D88D15},991.617643782051,27572.7587317
2975,1998,CA,NPS,RWP,0000000000000000,DOLASON UPPER,,1998/09/14 00:00:00,,0,26.948904,,,,{F9D4C08A-011E-4CB3-9A40-365E80AE4ECF},2585.20430070331,192844.768416887
2976,1998,CA,NPS,RWP,0000000000000000,DOLASON UPPER,,1998/09/14 00:00:00,,0,21.049932,,,,{A7C19B8B-FAD0-421E-B912-D967F4BEAAD1},3065.49931408277,150619.47768776
2977,1998,CA,CDF,HUU,00000RX-I-024-HU,PETROLIA VMP,,1998/10/18 00:00:00,,0,160.33611,,,,{F34B4218-00CB-4201-84C9-2EA368C81A58},4303.93008908395,1117659.22491332
2978,1998,CA,CDF,HUU,00000RX-I-023-HU,FOX CAMP UNIT F,,,,0,5.8839521,,,,{C2550350-0E3D-4B34-9E1E-1ABE045BAEAD},897.434263882824,41028.0875969616
2979,1998,CA,CDF,HUU,00000RX-I-011-HU,FRENCH VMP,,1998/09/15 00:00:00,,0,250.81686,,,,{F824D7DA-20BE-4A97-8487-B7191D69B140},6057.66720971036,1739110.17377827
2980,1998,CA,USF,CNF,0000000000000000,NORTH MAIN 1,,,,0,217.22145,,,,{B1086713-C440-4490-88AD-9162B5FD3074},7437.66823587791,1272371.08450789
2981,1998,CA,CCO,LAC,0000000000000000,LAS VIRGENES BURN #3,,1998/07/23 00:00:00,,0,46.630814,,,,{1F729166-5763-42F4-89DD-C625ED126718},2338.32528744658,276038.16498558
2982,1998,CA,CCO,LAC,0000000000000000,PITCHLESS DETENTION CENTER BURN,,1998/07/06 00:00:00,,0,12.41371,,,,{9750DB2C-13C1-410D-A1C8-357D275913C3},1116.38552289296,74094.5424847919
