latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_t31,frp,daynight
40.296,-122.332,312,1,1,2021-02-25,1900,Terra,MODIS,72,6.1NRT,292,10.4,D
40.757,-122.617,303.2,1,1,2021-02-25,1900,Terra,MODIS,49,6.1NRT,289.6,6.1,D
44.655,-120.706,304,1,1,2021-02-25,1900,Terra,MODIS,58,6.1NRT,281,7.5,D
44.653,-120.694,317.1,1,1,2021-02-25,1900,Terra,MODIS,77,6.1NRT,282.5,17.1,D
37.471,-121.017,300.4,1,1,2021-02-25,1900,Terra,MODIS,36,6.1NRT,289.6,3.8,D
38.941,-119.935,304.8,1,1,2021-02-25,1900,Terra,MODIS,56,6.1NRT,272.9,11.5,D
37.7,-121.364,305.3,1,1,2021-02-25,1900,Terra,MODIS,44,6.1NRT,289.9,4.2,D
37.909,-121.709,313.4,1,1,2021-02-25,1900,Terra,MODIS,74,6.1NRT,283.8,11.6,D
37.144,-120.874,303.8,1,1,2021-02-25,1900,Terra,MODIS,55,6.1NRT,287.1,6.7,D
37.457,-120.69,310,1,1,2021-02-25,1900,Terra,MODIS,58,6.1NRT,292.5,8,D
37.628,-120.659,308.5,1,1,2021-02-25,1900,Terra,MODIS,63,6.1NRT,289.3,7.8,D
38.262,-121.532,303.1,1,1,2021-02-25,1900,Terra,MODIS,47,6.1NRT,287.6,4.2,D
38.911,-120.809,301.4,1,1,2021-02-25,1900,Terra,MODIS,42,6.1NRT,285.2,5.6,D
36.703,-120.099,310.7,1.1,1,2021-02-25,1900,Terra,MODIS,69,6.1NRT,294.9,8,D
35.988,-120.092,319.2,1.1,1,2021-02-25,1900,Terra,MODIS,67,6.1NRT,295.7,14.1,D
35.277,-119.475,308.7,1.2,1.1,2021-02-25,1900,Terra,MODIS,50,6.1NRT,295.8,4.1,D
35.279,-119.488,308.7,1.2,1.1,2021-02-25,1900,Terra,MODIS,51,6.1NRT,296,4.2,D
35.644,-120.425,306.7,1.1,1,2021-02-25,1900,Terra,MODIS,53,6.1NRT,295.1,4,D
41.891,-121.45,305.4,1.8,1.3,2021-02-25,2040,Aqua,MODIS,60,6.1NRT,293.3,10.5,D
37.212,-120.798,323.7,2.2,1.4,2021-02-25,2040,Aqua,MODIS,83,6.1NRT,293,56.6,D
37.218,-120.775,315,2.2,1.4,2021-02-25,2040,Aqua,MODIS,75,6.1NRT,296.5,30.2,D
37.214,-120.794,326.3,2.2,1.4,2021-02-25,2040,Aqua,MODIS,84,6.1NRT,293.5,66,D
40.291,-122.343,308.6,2.2,1.4,2021-02-25,2040,Aqua,MODIS,67,6.1NRT,295,21,D
40.295,-122.321,304.7,2.2,1.4,2021-02-25,2040,Aqua,MODIS,60,6.1NRT,294.5,14,D
40.289,-122.346,305.8,2.2,1.4,2021-02-25,2040,Aqua,MODIS,62,6.1NRT,294.9,16.5,D
32.591,-115.621,315.2,1.3,1.1,2021-02-25,2040,Aqua,MODIS,57,6.1NRT,304,9.3,D
41.896,-121.445,304.8,1.8,1.3,2021-02-25,2040,Aqua,MODIS,45,6.1NRT,293.6,9.2,D
39.423,-118.834,304.2,4.3,1.9,2021-02-26,1940,Terra,MODIS,41,6.1NRT,290.8,23.4,D
38.789,-121.683,324.6,3.1,1.7,2021-02-26,1940,Terra,MODIS,72,6.1NRT,294.7,100.8,D
38.798,-121.717,313.8,3.1,1.7,2021-02-26,1940,Terra,MODIS,74,6.1NRT,293.9,46.7,D
39.619,-122.186,313.6,2.7,1.6,2021-02-26,1940,Terra,MODIS,74,6.1NRT,292.3,46.5,D
39.426,-118.828,306.3,4.3,1.9,2021-02-26,1940,Terra,MODIS,63,6.1NRT,291,34.5,D
38.184,-121.221,303.4,3.4,1.7,2021-02-26,1940,Terra,MODIS,56,6.1NRT,291.7,23.6,D
39.91,-122.281,300.6,2.6,1.6,2021-02-26,1940,Terra,MODIS,39,6.1NRT,290.2,12.7,D
39.716,-122.073,303,2.8,1.6,2021-02-26,1940,Terra,MODIS,54,6.1NRT,290.4,17.1,D
39.622,-122.178,316,2.7,1.6,2021-02-26,1940,Terra,MODIS,76,6.1NRT,292.4,54.6,D
37.631,-120.838,302.6,3.7,1.8,2021-02-26,1945,Terra,MODIS,52,6.1NRT,291.8,23.5,D
38.088,-121.345,302.8,3.4,1.7,2021-02-26,1945,Terra,MODIS,54,6.1NRT,292.2,20.3,D
38.19,-121.224,302.5,3.4,1.7,2021-02-26,1945,Terra,MODIS,40,6.1NRT,291.7,18.7,D
33.184,-115.528,341.4,2,1.4,2021-02-26,2120,Aqua,MODIS,90,6.1NRT,303.5,102.9,D
36.44,-120.958,314.1,1.1,1,2021-02-26,2120,Aqua,MODIS,67,6.1NRT,299.6,8.9,D
35.924,-119.297,316.1,1.3,1.1,2021-02-26,2120,Aqua,MODIS,58,6.1NRT,299.7,12.1,D
37.583,-121.039,308.9,1.1,1.1,2021-02-26,2120,Aqua,MODIS,65,6.1NRT,295.9,5.8,D
36.261,-119.198,310.2,1.3,1.1,2021-02-26,2120,Aqua,MODIS,53,6.1NRT,298.2,6.5,D
36.158,-119.01,313.1,1.3,1.1,2021-02-26,2120,Aqua,MODIS,58,6.1NRT,299.5,9.6,D
37.581,-121.052,313.7,1.1,1.1,2021-02-26,2120,Aqua,MODIS,73,6.1NRT,296.2,10.5,D
36.438,-120.97,328.3,1.1,1,2021-02-26,2120,Aqua,MODIS,83,6.1NRT,301,25.4,D
37.235,-120.28,311.9,1.2,1.1,2021-02-26,2120,Aqua,MODIS,66,6.1NRT,296.6,8.3,D
34.235,-119.246,334.7,1.2,1.1,2021-02-26,2120,Aqua,MODIS,65,6.1NRT,301.1,37.9,D
35.641,-120.424,320.6,1.1,1.1,2021-02-26,2120,Aqua,MODIS,73,6.1NRT,301.3,13.6,D
33.184,-115.554,322.3,2,1.4,2021-02-26,2120,Aqua,MODIS,67,6.1NRT,305.8,32.2,D
33.186,-115.533,338.5,2,1.4,2021-02-26,2120,Aqua,MODIS,88,6.1NRT,303.3,90.1,D
33.182,-115.549,336.9,2,1.4,2021-02-26,2120,Aqua,MODIS,82,6.1NRT,306.3,82.4,D
36.531,-119.128,309.5,1.3,1.1,2021-02-26,2120,Aqua,MODIS,44,6.1NRT,296.8,7.5,D
35.925,-119.283,313.5,1.3,1.1,2021-02-26,2120,Aqua,MODIS,53,6.1NRT,301.6,8.5,D
36.572,-119.408,333.9,1.3,1.1,2021-02-26,2120,Aqua,MODIS,87,6.1NRT,300.4,40.7,D
36.378,-119.872,322.2,1.2,1.1,2021-02-26,2120,Aqua,MODIS,78,6.1NRT,297,19.4,D
39.623,-122.189,317.4,1.1,1,2021-02-26,2125,Aqua,MODIS,73,6.1NRT,296.8,13.6,D
39.624,-122.176,307.6,1.1,1,2021-02-26,2125,Aqua,MODIS,29,6.1NRT,295.3,5.1,D
38.793,-121.712,313.5,1.1,1,2021-02-26,2125,Aqua,MODIS,74,6.1NRT,298.2,6.8,D
38.795,-121.7,343.7,1.1,1,2021-02-26,2125,Aqua,MODIS,93,6.1NRT,298.7,49.7,D
38.914,-121.991,309.3,1.1,1,2021-02-26,2125,Aqua,MODIS,68,6.1NRT,298.4,5.6,D
39.217,-122.299,314.1,1.1,1,2021-02-26,2125,Aqua,MODIS,74,6.1NRT,299.7,6.4,D
38.07,-121.204,308,1.1,1.1,2021-02-26,2125,Aqua,MODIS,65,6.1NRT,295.6,4.4,D
43.227,-120.867,302.2,1.3,1.1,2021-02-26,2125,Aqua,MODIS,51,6.1NRT,276.4,10.4,D
39.74,-122.297,309.7,1.1,1,2021-02-26,2125,Aqua,MODIS,29,6.1NRT,296.9,5.8,D
39.75,-122.286,308.2,1.1,1,2021-02-26,2125,Aqua,MODIS,32,6.1NRT,294.6,5.3,D
39.914,-122.295,303,1.1,1,2021-02-26,2125,Aqua,MODIS,54,6.1NRT,286.5,5.1,D
38.359,-122.174,307.9,1.1,1,2021-02-26,2125,Aqua,MODIS,65,6.1NRT,292.5,7.4,D
40.543,-122.056,300.9,1.3,1.1,2021-02-27,1845,Terra,MODIS,42,6.1NRT,287.1,5.5,D
38.919,-122.614,307,1.3,1.1,2021-02-27,1845,Terra,MODIS,65,6.1NRT,288.5,11,D
40.29,-122.338,329,1.3,1.1,2021-02-27,1845,Terra,MODIS,86,6.1NRT,291,39.5,D
40.288,-122.323,332.1,1.3,1.1,2021-02-27,1845,Terra,MODIS,88,6.1NRT,291,45.4,D
46.325,-120.63,327.9,1.3,1.1,2021-02-27,1845,Terra,MODIS,85,6.1NRT,283.2,39.5,D
46.327,-120.647,307.9,1.3,1.1,2021-02-27,1845,Terra,MODIS,66,6.1NRT,283.7,13.1,D
46.726,-119.211,303.5,1.1,1.1,2021-02-27,1845,Terra,MODIS,56,6.1NRT,285.9,7.4,D
36.568,-119.939,337,1,1,2021-02-27,1850,Terra,MODIS,90,6.1NRT,292.3,36.4,D
36.57,-119.95,309.4,1,1,2021-02-27,1850,Terra,MODIS,68,6.1NRT,290.9,6.5,D
37.384,-119.251,301.8,1,1,2021-02-27,1850,Terra,MODIS,11,6.1NRT,290.1,5.6,D
38.093,-121.106,310.4,1.1,1,2021-02-27,1850,Terra,MODIS,70,6.1NRT,289.9,10,D
36.441,-120.964,309,1.1,1,2021-02-27,1850,Terra,MODIS,66,6.1NRT,294.4,7.1,D
34.119,-117.82,309.4,1.1,1,2021-02-27,1850,Terra,MODIS,45,6.1NRT,296.8,4.7,D
37.605,-120.518,303.8,1,1,2021-02-27,1850,Terra,MODIS,57,6.1NRT,287.4,6.2,D
34.095,-117.388,307.9,1.1,1.1,2021-02-27,1850,Terra,MODIS,49,6.1NRT,295.7,3.2,D
37.241,-120.272,305.1,1,1,2021-02-27,1850,Terra,MODIS,61,6.1NRT,290.4,5.6,D
36.436,-120.371,334.5,3.3,1.7,2021-02-27,2025,Aqua,MODIS,89,6.1NRT,293.6,186.8,D
36.427,-120.405,347.6,3.3,1.7,2021-02-27,2025,Aqua,MODIS,95,6.1NRT,295.3,318.3,D
33.192,-115.464,317.7,2,1.4,2021-02-27,2025,Aqua,MODIS,50,6.1NRT,303.4,19.4,D
36.439,-120.365,315.3,3.3,1.7,2021-02-27,2025,Aqua,MODIS,76,6.1NRT,293.4,64.9,D
36.431,-120.399,355.7,3.3,1.7,2021-02-27,2025,Aqua,MODIS,98,6.1NRT,295.7,422,D
46.245,-118.845,305.1,1.5,1.2,2021-02-27,2030,Aqua,MODIS,38,6.1NRT,282.2,12.7,D
46.32,-120.641,308.1,1.8,1.3,2021-02-27,2030,Aqua,MODIS,66,6.1NRT,275,26.5,D
36.431,-120.389,372.8,1.2,1.1,2021-02-28,0550,Terra,MODIS,100,6.1NRT,290.9,169.6,N
36.441,-120.392,394.7,1.2,1.1,2021-02-28,0550,Terra,MODIS,100,6.1NRT,290,296.7,N
36.443,-120.378,359.2,1.2,1.1,2021-02-28,0550,Terra,MODIS,100,6.1NRT,284.5,114.7,N
36.433,-120.376,337.5,1.2,1.1,2021-02-28,0550,Terra,MODIS,100,6.1NRT,285.6,56.2,N
36.443,-120.388,386.3,1.1,1,2021-02-28,1005,Aqua,MODIS,100,6.1NRT,290.1,203.9,N
36.432,-120.378,306,1.1,1,2021-02-28,1005,Aqua,MODIS,66,6.1NRT,280.3,12.3,N
36.434,-120.39,302.2,1.1,1,2021-02-28,1005,Aqua,MODIS,47,6.1NRT,278.7,9.7,N
36.441,-120.376,382.9,1.1,1,2021-02-28,1005,Aqua,MODIS,100,6.1NRT,293.2,187.2,N
45.968,-118.561,313.2,1.9,1.4,2021-02-28,1930,Terra,MODIS,73,6.1NRT,285.1,32.5,D
37.461,-120.848,307.5,2.4,1.5,2021-02-28,1930,Terra,MODIS,65,6.1NRT,293.6,19.2,D
37.505,-120.918,308.2,2.4,1.5,2021-02-28,1930,Terra,MODIS,55,6.1NRT,290.9,21.7,D
37.456,-120.845,306,2.4,1.5,2021-02-28,1930,Terra,MODIS,46,6.1NRT,293.4,13.8,D
37.513,-120.91,305.3,2.4,1.5,2021-02-28,1930,Terra,MODIS,51,6.1NRT,290.8,15.5,D
45.962,-118.537,322.4,1.9,1.4,2021-02-28,1930,Terra,MODIS,82,6.1NRT,285.2,55.1,D
39.234,-121.647,308.6,2,1.4,2021-02-28,1930,Terra,MODIS,67,6.1NRT,293.8,17,D
39.237,-121.64,305.4,2,1.4,2021-02-28,1930,Terra,MODIS,61,6.1NRT,293.6,10.5,D
36.571,-119.89,309.1,3,1.6,2021-02-28,1930,Terra,MODIS,13,6.1NRT,292,24.2,D
36.556,-119.903,309.8,3,1.6,2021-02-28,1930,Terra,MODIS,62,6.1NRT,292.1,28.4,D
36.57,-119.897,315.4,3,1.6,2021-02-28,1930,Terra,MODIS,76,6.1NRT,291.7,50.6,D
36.387,-119.654,307.6,3.1,1.7,2021-02-28,1930,Terra,MODIS,66,6.1NRT,287,32.3,D
36.437,-120.391,336.3,2.8,1.6,2021-02-28,1930,Terra,MODIS,90,6.1NRT,291.5,154.3,D
36.43,-120.361,315.7,2.8,1.6,2021-02-28,1930,Terra,MODIS,76,6.1NRT,288.9,49.8,D
36.434,-120.398,327,2.8,1.6,2021-02-28,1930,Terra,MODIS,85,6.1NRT,291.4,97.9,D
36.427,-120.368,319.2,2.8,1.6,2021-02-28,1930,Terra,MODIS,79,6.1NRT,289.3,62,D
36.23,-120.249,313.3,2.9,1.6,2021-02-28,1930,Terra,MODIS,73,6.1NRT,288.3,41,D
36.885,-120.099,304,2.8,1.6,2021-02-28,1930,Terra,MODIS,58,6.1NRT,288.2,19,D
36.223,-120.218,320.9,2.9,1.6,2021-02-28,1930,Terra,MODIS,80,6.1NRT,288.8,73.6,D
46.723,-119.223,301.4,1.7,1.3,2021-02-28,1930,Terra,MODIS,41,6.1NRT,289.1,8,D
36.429,-120.381,340.2,1,1,2021-02-28,2110,Aqua,MODIS,91,6.1NRT,297.2,37.9,D
46.338,-118.746,306,1.3,1.1,2021-02-28,2110,Aqua,MODIS,0,6.1NRT,290.3,8.2,D
37.504,-120.919,319.2,1,1,2021-02-28,2110,Aqua,MODIS,78,6.1NRT,293.3,14.2,D
36.23,-120.228,335.9,1,1,2021-02-28,2110,Aqua,MODIS,88,6.1NRT,296.6,31.5,D
36.393,-119.656,330.6,1,1,2021-02-28,2110,Aqua,MODIS,85,6.1NRT,298.3,24.8,D
36.478,-119.578,321.6,1,1,2021-02-28,2110,Aqua,MODIS,78,6.1NRT,295.9,13.4,D
36.487,-119.58,317.3,1,1,2021-02-28,2110,Aqua,MODIS,71,6.1NRT,297.7,8.9,D
36.562,-119.899,325.1,1,1,2021-02-28,2110,Aqua,MODIS,81,6.1NRT,301.6,15.1,D
36.56,-119.91,335.4,1,1,2021-02-28,2110,Aqua,MODIS,88,6.1NRT,302.1,28.8,D
36.668,-119.4,309.9,1,1,2021-02-28,2110,Aqua,MODIS,60,6.1NRT,296.1,4.1,D
36.636,-119.704,322.5,1,1,2021-02-28,2110,Aqua,MODIS,79,6.1NRT,299.4,13.4,D
36.711,-119.955,310.3,1,1,2021-02-28,2110,Aqua,MODIS,45,6.1NRT,297.7,4.2,D
37.457,-120.862,318,1,1,2021-02-28,2110,Aqua,MODIS,76,6.1NRT,297.3,11,D
37.459,-120.851,309.2,1,1,2021-02-28,2110,Aqua,MODIS,56,6.1NRT,295.5,3.7,D
38.26,-120.669,302.1,1,1,2021-02-28,2110,Aqua,MODIS,50,6.1NRT,291.5,3.3,D
32.528,-115.408,324.4,1.3,1.1,2021-02-28,2110,Aqua,MODIS,77,6.1NRT,302.3,23.1,D
38.27,-120.532,306.2,1,1,2021-02-28,2110,Aqua,MODIS,63,6.1NRT,291.4,5.8,D
38.782,-123.065,310.6,1.1,1,2021-02-28,2110,Aqua,MODIS,66,6.1NRT,293.7,10,D
38.784,-123.053,317.8,1.1,1,2021-02-28,2110,Aqua,MODIS,76,6.1NRT,292.9,16.1,D
33.97,-117.634,327.6,1.1,1,2021-02-28,2110,Aqua,MODIS,82,6.1NRT,293.8,23.8,D
36.893,-120.099,318.8,1,1,2021-02-28,2110,Aqua,MODIS,76,6.1NRT,294.1,11.8,D
39.282,-121.583,309,1,1,2021-02-28,2110,Aqua,MODIS,68,6.1NRT,297,5.7,D
35.656,-119.325,310.5,1,1,2021-02-28,2110,Aqua,MODIS,45,6.1NRT,297.6,4.6,D
42.048,-121.617,318.2,1,1,2021-02-28,2110,Aqua,MODIS,78,6.1NRT,294.2,13.5,D
36.121,-119.023,315.3,1,1,2021-02-28,2110,Aqua,MODIS,71,6.1NRT,299,7.9,D
35.919,-119.297,322.4,1,1,2021-02-28,2110,Aqua,MODIS,78,6.1NRT,298.2,13.9,D
35.92,-119.286,322.4,1,1,2021-02-28,2110,Aqua,MODIS,78,6.1NRT,300,13.7,D
35.948,-119.01,317.2,1,1,2021-02-28,2110,Aqua,MODIS,72,6.1NRT,300.1,8.4,D
36.686,-120.583,312.8,1,1,2021-02-28,2110,Aqua,MODIS,62,6.1NRT,298.1,6.2,D
36.436,-120.394,364.2,1,1,2021-02-28,2110,Aqua,MODIS,100,6.1NRT,304.6,92.3,D
36.438,-120.383,365.5,1,1,2021-02-28,2110,Aqua,MODIS,100,6.1NRT,298.4,96.6,D
36.427,-120.392,344.2,1,1,2021-02-28,2110,Aqua,MODIS,93,6.1NRT,300.5,44.8,D
36.228,-120.239,329,1,1,2021-02-28,2110,Aqua,MODIS,84,6.1NRT,297.7,21.8,D
46.723,-119.218,306.7,1.3,1.1,2021-02-28,2115,Aqua,MODIS,64,6.1NRT,291.9,7.7,D
36.435,-120.374,315.1,2.1,1.4,2021-03-01,0635,Terra,MODIS,90,6.1NRT,278.9,51.4,N
36.433,-120.397,327.8,2.1,1.4,2021-03-01,0635,Terra,MODIS,100,6.1NRT,279.9,88.2,N
36.439,-120.385,316.4,4,1.9,2021-03-01,0910,Aqua,MODIS,93,6.1NRT,277,145.4,N
36.45,-120.389,302.3,4,1.9,2021-03-01,0910,Aqua,MODIS,48,6.1NRT,275.8,68.4,N
36.443,-120.389,306.5,4.3,1.9,2021-03-01,1050,Aqua,MODIS,45,6.1NRT,275.5,102.1,N
36.446,-120.384,308.3,4.3,1.9,2021-03-01,1050,Aqua,MODIS,60,6.1NRT,275.5,111.7,N
39.704,-122.072,301.9,1.8,1.3,2021-03-01,1835,Terra,MODIS,40,6.1NRT,289.8,7.4,D
36.727,-119.46,312.3,1.2,1.1,2021-03-01,1835,Terra,MODIS,69,6.1NRT,297,9.4,D
38.943,-122.079,308.7,1.8,1.3,2021-03-01,1835,Terra,MODIS,67,6.1NRT,290.5,16.4,D
39.214,-121.709,307.4,1.7,1.3,2021-03-01,1835,Terra,MODIS,65,6.1NRT,292.5,13.3,D
38.945,-122.099,327.4,1.8,1.3,2021-03-01,1835,Terra,MODIS,85,6.1NRT,292.2,56.9,D
39.012,-122.105,303.5,1.8,1.3,2021-03-01,1835,Terra,MODIS,56,6.1NRT,289.3,8.8,D
39.709,-122.064,302.2,1.8,1.3,2021-03-01,1835,Terra,MODIS,51,6.1NRT,289.5,7.9,D
35.548,-119.157,325.3,1.1,1.1,2021-03-01,1835,Terra,MODIS,80,6.1NRT,299.7,21.7,D
35.547,-119.144,319.6,1.1,1.1,2021-03-01,1835,Terra,MODIS,74,6.1NRT,299.1,14.4,D
37.582,-121.047,304.7,1.5,1.2,2021-03-01,1835,Terra,MODIS,60,6.1NRT,291,8,D
39.217,-121.714,306.1,1.7,1.3,2021-03-01,1835,Terra,MODIS,63,6.1NRT,292.3,10.8,D
35.638,-120.421,311.3,1.3,1.1,2021-03-01,1835,Terra,MODIS,59,6.1NRT,298.8,7.4,D
38.36,-122.176,300.4,1.8,1.3,2021-03-01,1835,Terra,MODIS,35,6.1NRT,289.1,7.5,D
38.371,-122.032,310,1.8,1.3,2021-03-01,1835,Terra,MODIS,67,6.1NRT,293.7,14.7,D
36.151,-120.11,318,1.3,1.1,2021-03-01,1835,Terra,MODIS,75,6.1NRT,298.8,15.7,D
38.9,-121.739,309.4,1.7,1.3,2021-03-01,1835,Terra,MODIS,69,6.1NRT,295.6,12.5,D
36.153,-120.125,333.7,1.3,1.1,2021-03-01,1835,Terra,MODIS,88,6.1NRT,299.1,41.7,D
35.224,-118.92,316.9,1.1,1.1,2021-03-01,1835,Terra,MODIS,58,6.1NRT,301.9,8.9,D
46.234,-119.949,304.1,1.7,1.3,2021-03-01,1835,Terra,MODIS,58,6.1NRT,290.3,9.2,D
36.436,-120.374,345,1.3,1.1,2021-03-01,1835,Terra,MODIS,93,6.1NRT,298.4,71.8,D
36.438,-120.389,386.5,1.3,1.1,2021-03-01,1835,Terra,MODIS,100,6.1NRT,306.8,269.8,D
36.434,-120.383,392,1.3,1.1,2021-03-01,1835,Terra,MODIS,100,6.1NRT,303.9,310.9,D
36.436,-120.398,348.4,1.3,1.1,2021-03-01,1835,Terra,MODIS,95,6.1NRT,298.7,82.4,D
36.445,-120.381,333.4,1.3,1.1,2021-03-01,1835,Terra,MODIS,87,6.1NRT,297.6,44.3,D
36.446,-120.396,315.5,1.3,1.1,2021-03-01,1835,Terra,MODIS,72,6.1NRT,296.8,14,D
36.714,-120.154,334.1,1.3,1.1,2021-03-01,1835,Terra,MODIS,88,6.1NRT,297.4,44.7,D
38.176,-121.282,310.2,1.6,1.2,2021-03-01,1835,Terra,MODIS,70,6.1NRT,293,13.9,D
38.176,-121.289,313.4,1.6,1.2,2021-03-01,1835,Terra,MODIS,74,6.1NRT,293.2,17.7,D
39.525,-122.32,306.2,1.9,1.3,2021-03-01,1835,Terra,MODIS,51,6.1NRT,293,8.6,D
39.519,-122.306,307.2,1.9,1.3,2021-03-01,1835,Terra,MODIS,64,6.1NRT,291.8,11.8,D
45.998,-118.562,308.2,1.4,1.2,2021-03-01,1835,Terra,MODIS,60,6.1NRT,290.1,9.6,D
46.542,-119.552,300.9,1.6,1.3,2021-03-01,1835,Terra,MODIS,43,6.1NRT,288.7,5.5,D
37.962,-121.084,310.1,1.5,1.2,2021-03-01,1835,Terra,MODIS,70,6.1NRT,293.8,13.6,D
36.552,-119.614,311.1,1.2,1.1,2021-03-01,1835,Terra,MODIS,67,6.1NRT,298.1,6.4,D
36.588,-119.933,310.3,1.3,1.1,2021-03-01,1835,Terra,MODIS,51,6.1NRT,293.6,6.8,D
36.565,-119.557,313.7,1.2,1.1,2021-03-01,1835,Terra,MODIS,71,6.1NRT,298.6,8.8,D
36.681,-119.854,310.2,1.3,1.1,2021-03-01,1835,Terra,MODIS,66,6.1NRT,294.7,8.1,D
36.682,-119.868,318,1.3,1.1,2021-03-01,1835,Terra,MODIS,66,6.1NRT,294.8,17.2,D
36.725,-119.447,315.6,1.2,1.1,2021-03-01,1835,Terra,MODIS,74,6.1NRT,298.4,12.9,D
37.963,-121.101,306.1,1.5,1.2,2021-03-01,1835,Terra,MODIS,63,6.1NRT,293.5,8.2,D
37.647,-120.793,302.7,1.5,1.2,2021-03-01,1835,Terra,MODIS,49,6.1NRT,291.7,4.7,D
36.563,-119.887,333.9,1.3,1.1,2021-03-01,1835,Terra,MODIS,88,6.1NRT,299.2,38,D
36.553,-119.889,329.2,1.3,1.1,2021-03-01,1835,Terra,MODIS,85,6.1NRT,297.8,28.9,D
36.344,-119.837,324.2,1.2,1.1,2021-03-01,1835,Terra,MODIS,81,6.1NRT,297.1,24.5,D
36.562,-119.88,332.9,1.3,1.1,2021-03-01,1835,Terra,MODIS,87,6.1NRT,299.1,36.2,D
36.563,-119.894,323.4,1.3,1.1,2021-03-01,1835,Terra,MODIS,81,6.1NRT,298.2,20.4,D
36.529,-119.508,310.6,1.2,1.1,2021-03-01,1835,Terra,MODIS,66,6.1NRT,296.9,6.3,D
36.531,-119.521,312.2,1.2,1.1,2021-03-01,1835,Terra,MODIS,69,6.1NRT,296.5,7.7,D
45.994,-118.569,304.8,1.4,1.2,2021-03-01,1835,Terra,MODIS,51,6.1NRT,290.9,7,D
36.932,-119.835,322.5,1.3,1.1,2021-03-01,1835,Terra,MODIS,81,6.1NRT,294.9,23.6,D
36.91,-119.724,310.5,1.3,1.1,2021-03-01,1835,Terra,MODIS,69,6.1NRT,296.2,8.8,D
36.923,-120.107,319.2,1.3,1.1,2021-03-01,1835,Terra,MODIS,78,6.1NRT,294.5,20.4,D
35.895,-119.069,326.6,1.1,1.1,2021-03-01,1835,Terra,MODIS,82,6.1NRT,298.8,22.4,D
35.896,-119.082,318.9,1.1,1.1,2021-03-01,1835,Terra,MODIS,61,6.1NRT,301.1,12.7,D
36.981,-118.225,322.1,1.1,1,2021-03-01,1835,Terra,MODIS,80,6.1NRT,294.7,17.6,D
46.728,-119.224,300.7,1.6,1.2,2021-03-01,1835,Terra,MODIS,40,6.1NRT,287.6,7.5,D
36.772,-120.295,314.4,1.3,1.1,2021-03-01,1835,Terra,MODIS,66,6.1NRT,293.9,14.2,D
37.965,-121.094,313.6,1.5,1.2,2021-03-01,1835,Terra,MODIS,74,6.1NRT,293.6,17.3,D
37.002,-118.216,309.6,3.7,1.8,2021-03-01,2015,Aqua,MODIS,38,6.1NRT,292.8,52.1,D
36.977,-118.249,348.2,3.7,1.8,2021-03-01,2015,Aqua,MODIS,95,6.1NRT,297.1,372.9,D
36.987,-118.209,347.5,3.7,1.8,2021-03-01,2015,Aqua,MODIS,95,6.1NRT,294.5,362.8,D
36.969,-118.25,325.8,3.7,1.8,2021-03-01,2015,Aqua,MODIS,83,6.1NRT,294.9,145.8,D
36.985,-118.256,335,3.7,1.8,2021-03-01,2015,Aqua,MODIS,89,6.1NRT,295.4,225,D
46.447,-117.64,330.3,1.8,1.3,2021-03-01,2015,Aqua,MODIS,87,6.1NRT,288.1,71.4,D
46.466,-119.226,305.1,2.2,1.4,2021-03-01,2015,Aqua,MODIS,0,6.1NRT,291.9,11.3,N
36.995,-118.217,343.9,3.7,1.8,2021-03-01,2015,Aqua,MODIS,93,6.1NRT,294.8,322.3,D
36.993,-118.255,310.9,3.7,1.8,2021-03-01,2015,Aqua,MODIS,65,6.1NRT,293.2,54.3,D
36.979,-118.21,326.3,3.7,1.8,2021-03-01,2015,Aqua,MODIS,83,6.1NRT,291.9,152.3,D
46.726,-119.22,304.7,2.2,1.4,2021-03-01,2020,Aqua,MODIS,60,6.1NRT,289.8,14.8,D
46.464,-119.23,303.6,2.2,1.4,2021-03-01,2020,Aqua,MODIS,47,6.1NRT,291.9,9.5,D
46.725,-119.227,304.8,2.2,1.4,2021-03-01,2020,Aqua,MODIS,58,6.1NRT,290.6,14.1,D
39.236,-122.667,303.9,2.6,1.5,2021-03-01,2155,Aqua,MODIS,50,6.1NRT,289.1,15.8,D
39.676,-122.283,307.2,2.7,1.6,2021-03-01,2155,Aqua,MODIS,56,6.1NRT,294,18.2,D
36.438,-120.374,326.3,3.4,1.7,2021-03-01,2155,Aqua,MODIS,82,6.1NRT,300.4,104.7,D
36.428,-120.368,321.4,3.4,1.7,2021-03-01,2155,Aqua,MODIS,78,6.1NRT,299.8,71.7,D
39.563,-122.129,309.9,2.8,1.6,2021-03-01,2155,Aqua,MODIS,37,6.1NRT,295.9,21,D
39.599,-122.039,320.5,2.8,1.6,2021-03-01,2155,Aqua,MODIS,80,6.1NRT,297.6,63.6,D
39.598,-122.072,318,2.8,1.6,2021-03-01,2155,Aqua,MODIS,78,6.1NRT,297.8,51.2,D
39.914,-122.292,303.3,2.8,1.6,2021-03-01,2155,Aqua,MODIS,56,6.1NRT,292.7,14.4,D
39.825,-122.047,316.7,2.8,1.6,2021-03-01,2155,Aqua,MODIS,67,6.1NRT,293.6,56.3,D
35.63,-120.441,310.8,3.3,1.7,2021-03-01,2155,Aqua,MODIS,54,6.1NRT,299.2,25.2,D
