latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_t31,frp,daynight
42.927,-121.616,306.2,1,1,2020-12-01,0600,Terra,MODIS,18,6.1NRT,267.4,12,N
43.086,-124.297,308.7,1.2,1.1,2020-12-01,0600,Terra,MODIS,49,6.1NRT,277.3,15.5,N
47.457,-120.549,301.8,1,1,2020-12-01,0600,Terra,MODIS,44,6.1NRT,268.5,10.3,N
45.836,-123.734,300.1,1.1,1,2020-12-01,0600,Terra,MODIS,18,6.1NRT,274,9.2,N
42.926,-121.628,301.7,1,1,2020-12-01,0600,Terra,MODIS,31,6.1NRT,267.8,9.8,N
36.654,-119.603,306.8,1,1,2020-12-01,0600,Terra,MODIS,69,6.1NRT,275,12.9,N
43.087,-124.282,301,1.1,1,2020-12-01,1010,Aqua,MODIS,37,6.1NRT,275.8,9.6,N
43.864,-118.48,317,4.4,1.9,2020-12-01,1755,Terra,MODIS,77,6.1NRT,273.9,166.5,D
43.865,-118.535,302.8,4.4,1.9,2020-12-01,1755,Terra,MODIS,54,6.1NRT,273.7,81.9,D
33.548,-115.993,309.8,2.5,1.5,2020-12-01,1800,Terra,MODIS,46,6.1NRT,293.1,21.5,D
43.863,-118.489,321.4,4.4,1.9,2020-12-01,1800,Terra,MODIS,81,6.1NRT,274,201.3,D
44.643,-119.327,343.2,2.3,1.5,2020-12-01,1935,Terra,MODIS,93,6.1NRT,276.6,183.1,D
44.649,-119.354,302.8,2.3,1.5,2020-12-01,1935,Terra,MODIS,54,6.1NRT,274.9,31.5,D
42.929,-121.633,305.4,1.9,1.4,2020-12-01,1935,Terra,MODIS,61,6.1NRT,273.1,27,D
42.924,-121.609,324.2,2,1.4,2020-12-01,1935,Terra,MODIS,83,6.1NRT,273.3,69.3,D
42.917,-121.637,313.7,1.9,1.4,2020-12-01,1935,Terra,MODIS,66,6.1NRT,272.9,40.3,D
42.651,-123.213,336.7,1.6,1.3,2020-12-01,1935,Terra,MODIS,90,6.1NRT,278.7,84.4,D
48.291,-117.918,308.6,2.1,1.4,2020-12-01,1935,Terra,MODIS,67,6.1NRT,270.9,42.5,D
42.496,-120.439,312.7,2.3,1.5,2020-12-01,1935,Terra,MODIS,73,6.1NRT,275.4,51.2,D
42.499,-120.444,309.1,2.3,1.5,2020-12-01,1935,Terra,MODIS,68,6.1NRT,274.9,44.8,D
41.204,-120.362,306.6,2.6,1.5,2020-12-01,1935,Terra,MODIS,56,6.1NRT,278.9,42.6,D
44.424,-123.421,301.4,1.4,1.2,2020-12-01,1935,Terra,MODIS,47,6.1NRT,275.5,13.2,D
44.633,-119.335,343,2.3,1.5,2020-12-01,1935,Terra,MODIS,89,6.1NRT,277.7,172.3,D
44.639,-119.302,320.7,2.3,1.5,2020-12-01,1935,Terra,MODIS,80,6.1NRT,275.3,73.4,D
44.646,-119.331,322.6,2.3,1.5,2020-12-01,1935,Terra,MODIS,82,6.1NRT,274.5,80.3,D
44.63,-119.33,325.4,2.3,1.5,2020-12-01,1935,Terra,MODIS,84,6.1NRT,276.8,93.6,D
44.636,-119.298,325.6,2.3,1.5,2020-12-01,1935,Terra,MODIS,84,6.1NRT,275.6,94.4,D
43.866,-118.496,340,2.7,1.6,2020-12-01,1935,Terra,MODIS,92,6.1NRT,277.7,205.2,D
43.862,-118.503,339.5,2.7,1.6,2020-12-01,1935,Terra,MODIS,92,6.1NRT,277.6,202.2,D
43.854,-118.47,301.1,2.7,1.6,2020-12-01,1935,Terra,MODIS,44,6.1NRT,276.6,34.9,D
46.806,-120.931,301.3,1.7,1.3,2020-12-01,1935,Terra,MODIS,39,6.1NRT,273.6,17.4,D
46.798,-120.943,300.9,1.7,1.3,2020-12-01,1935,Terra,MODIS,28,6.1NRT,272.7,17.1,D
45.998,-120.661,307.1,1.8,1.3,2020-12-01,1935,Terra,MODIS,65,6.1NRT,273.4,29.1,D
45.993,-120.672,313.6,1.8,1.3,2020-12-01,1935,Terra,MODIS,74,6.1NRT,272.7,39.1,D
39.167,-121.9,301.3,2.4,1.5,2020-12-01,1935,Terra,MODIS,41,6.1NRT,290.8,11.5,D
39.152,-121.883,302.4,2.4,1.5,2020-12-01,1935,Terra,MODIS,42,6.1NRT,291.1,11.5,D
42.64,-123.217,303.9,1.6,1.3,2020-12-01,1935,Terra,MODIS,57,6.1NRT,276.2,18.5,D
42.652,-123.219,326.6,1.6,1.3,2020-12-01,1935,Terra,MODIS,84,6.1NRT,278.7,57.6,D
42.648,-123.2,301.1,1.6,1.3,2020-12-01,1935,Terra,MODIS,30,6.1NRT,277,14.7,D
42.641,-123.223,302,1.6,1.3,2020-12-01,1935,Terra,MODIS,50,6.1NRT,276.2,16.6,D
39.088,-121.637,303.5,1,1,2020-12-01,2115,Aqua,MODIS,56,6.1NRT,292,4.3,D
39.395,-121.617,305.7,1,1,2020-12-01,2115,Aqua,MODIS,62,6.1NRT,290.7,6,D
38.967,-121.442,306.5,1,1,2020-12-01,2115,Aqua,MODIS,64,6.1NRT,289.3,6.9,D
39.478,-120.249,311,1.1,1,2020-12-01,2115,Aqua,MODIS,57,6.1NRT,276.2,15,D
39.476,-120.261,324.2,1.1,1,2020-12-01,2115,Aqua,MODIS,83,6.1NRT,276.7,28.8,D
41.197,-120.359,301.4,1.1,1.1,2020-12-01,2115,Aqua,MODIS,47,6.1NRT,282.3,8.3,D
39.467,-120.26,317.6,1.1,1,2020-12-01,2115,Aqua,MODIS,68,6.1NRT,276.8,20.9,D
39.469,-120.247,309.4,1.1,1,2020-12-01,2115,Aqua,MODIS,45,6.1NRT,276.1,13.5,D
39.43,-120.252,307.3,1.1,1,2020-12-01,2115,Aqua,MODIS,65,6.1NRT,277.7,13.7,D
42.283,-120.293,310.9,1.2,1.1,2020-12-01,2115,Aqua,MODIS,71,6.1NRT,274.5,18.6,D
39.431,-120.239,317.4,1.1,1,2020-12-01,2115,Aqua,MODIS,78,6.1NRT,277.7,22.9,D
39.138,-121.882,311.9,1,1,2020-12-01,2115,Aqua,MODIS,72,6.1NRT,295.7,8.6,D
39.14,-121.871,314,1,1,2020-12-01,2115,Aqua,MODIS,74,6.1NRT,295.3,10.2,D
39.13,-121.94,335,1,1,2020-12-01,2115,Aqua,MODIS,89,6.1NRT,295.1,34.1,D
38.875,-121.981,307.6,1,1,2020-12-01,2115,Aqua,MODIS,66,6.1NRT,294.2,6.3,D
38.964,-123.474,300.2,1,1,2020-12-01,2115,Aqua,MODIS,31,6.1NRT,287.2,5.1,D
38.567,-120.78,305.1,1,1,2020-12-01,2115,Aqua,MODIS,60,6.1NRT,288.1,7.6,D
41.195,-120.372,318.7,1.1,1.1,2020-12-01,2115,Aqua,MODIS,68,6.1NRT,281.2,23,D
39.426,-120.245,308.8,1.1,1,2020-12-01,2115,Aqua,MODIS,42,6.1NRT,277.5,13.3,D
42.476,-120.718,316.9,1.1,1.1,2020-12-01,2120,Aqua,MODIS,77,6.1NRT,273.6,23.2,D
43.856,-118.506,308.6,1.5,1.2,2020-12-01,2120,Aqua,MODIS,67,6.1NRT,278.1,20.8,D
43.867,-118.508,301.8,1.5,1.2,2020-12-01,2120,Aqua,MODIS,49,6.1NRT,278.8,13,D
48.28,-117.904,302.8,1.8,1.3,2020-12-01,2120,Aqua,MODIS,54,6.1NRT,271.2,23.6,D
47.861,-118.19,306.8,1.7,1.3,2020-12-01,2120,Aqua,MODIS,64,6.1NRT,271.8,26.3,D
47.273,-116.691,311.3,2,1.4,2020-12-01,2120,Aqua,MODIS,43,6.1NRT,272.9,37.1,D
47.26,-116.691,324.7,2,1.4,2020-12-01,2120,Aqua,MODIS,0,6.1NRT,271.8,74,D
42.546,-123.491,310.7,1,1,2020-12-01,2120,Aqua,MODIS,70,6.1NRT,280.6,13.7,D
42.545,-123.503,300.6,1,1,2020-12-01,2120,Aqua,MODIS,40,6.1NRT,280.8,7.4,D
42.64,-123.223,310.4,1,1,2020-12-01,2120,Aqua,MODIS,70,6.1NRT,280.1,12.9,D
43.949,-120.474,324.2,1.2,1.1,2020-12-01,2120,Aqua,MODIS,83,6.1NRT,276.1,34.6,D
44.63,-119.307,303.5,1.4,1.2,2020-12-01,2120,Aqua,MODIS,42,6.1NRT,277.5,13.7,D
46.802,-120.944,318.5,1.2,1.1,2020-12-01,2120,Aqua,MODIS,78,6.1NRT,275.7,28.2,D
44.629,-119.324,342.4,1.4,1.2,2020-12-01,2120,Aqua,MODIS,93,6.1NRT,281.5,81.3,D
44.627,-119.34,325.5,1.4,1.2,2020-12-01,2120,Aqua,MODIS,84,6.1NRT,281.4,41.5,D
44.641,-119.309,311.9,1.4,1.2,2020-12-01,2120,Aqua,MODIS,23,6.1NRT,275.9,20.7,D
44.639,-119.327,376.1,1.4,1.2,2020-12-01,2120,Aqua,MODIS,100,6.1NRT,281.2,224.1,D
44.637,-119.344,348.5,1.4,1.2,2020-12-01,2120,Aqua,MODIS,95,6.1NRT,280.5,95.9,D
44.644,-119.333,314.7,1.4,1.2,2020-12-01,2120,Aqua,MODIS,75,6.1NRT,274.8,26.5,D
42.922,-121.647,328.4,1.1,1,2020-12-01,2120,Aqua,MODIS,86,6.1NRT,275.4,32.9,D
42.916,-121.619,328,1.1,1,2020-12-01,2120,Aqua,MODIS,61,6.1NRT,275.6,30.9,D
42.915,-121.632,345.5,1.1,1,2020-12-01,2120,Aqua,MODIS,94,6.1NRT,276.6,60.4,D
42.913,-121.645,351.1,1.1,1,2020-12-01,2120,Aqua,MODIS,96,6.1NRT,278.3,73.8,D
42.926,-121.621,314.1,1.1,1,2020-12-01,2120,Aqua,MODIS,74,6.1NRT,275.1,17.7,D
42.924,-121.634,323.4,1.1,1,2020-12-01,2120,Aqua,MODIS,82,6.1NRT,274.5,26.5,D
44.941,-119.739,319.2,1.3,1.1,2020-12-01,2120,Aqua,MODIS,79,6.1NRT,277.8,31.4,D
44.939,-119.755,313,1.3,1.1,2020-12-01,2120,Aqua,MODIS,73,6.1NRT,277.9,23,D
44.951,-119.742,302.7,1.3,1.1,2020-12-01,2120,Aqua,MODIS,20,6.1NRT,274.1,11.8,D
46.442,-120.5,308.6,1.3,1.1,2020-12-01,2120,Aqua,MODIS,67,6.1NRT,281.1,14.9,D
46.441,-120.509,308.3,1.3,1.1,2020-12-01,2120,Aqua,MODIS,67,6.1NRT,281.6,14.6,D
46.021,-120.55,310,1.3,1.1,2020-12-01,2120,Aqua,MODIS,69,6.1NRT,275.1,19.1,D
43.675,-123.535,312.9,1,1,2020-12-01,2120,Aqua,MODIS,73,6.1NRT,279.4,14.9,D
43.677,-123.523,315.7,1,1,2020-12-01,2120,Aqua,MODIS,76,6.1NRT,279.1,16.9,D
45.997,-120.678,326.9,1.2,1.1,2020-12-01,2120,Aqua,MODIS,85,6.1NRT,274.3,38.9,D
45.999,-120.661,307.2,1.3,1.1,2020-12-01,2120,Aqua,MODIS,32,6.1NRT,276,14.5,D
45.987,-120.675,331,1.2,1.1,2020-12-01,2120,Aqua,MODIS,87,6.1NRT,274.1,46.2,D
42.747,-122.504,317.7,1,1,2020-12-01,2120,Aqua,MODIS,78,6.1NRT,279.4,19.7,D
42.745,-122.517,302.6,1,1,2020-12-01,2120,Aqua,MODIS,53,6.1NRT,281.3,8.3,D
42.649,-123.225,301.5,1,1,2020-12-01,2120,Aqua,MODIS,27,6.1NRT,279.9,7.1,D
47.003,-122.498,301.2,1.1,1,2020-12-01,2120,Aqua,MODIS,45,6.1NRT,278.5,9.2,D
46.821,-121.05,303.6,1.2,1.1,2020-12-01,2120,Aqua,MODIS,47,6.1NRT,273.3,12.6,D
42.868,-123.889,307,1,1,2020-12-01,2120,Aqua,MODIS,64,6.1NRT,278.9,11.3,D
42.849,-124.279,323.2,1,1,2020-12-01,2120,Aqua,MODIS,82,6.1NRT,280.7,24.8,D
43.078,-124.292,305.1,1,1,2020-12-01,2120,Aqua,MODIS,61,6.1NRT,282,9.5,D
48.278,-117.931,302.6,1.8,1.3,2020-12-01,2120,Aqua,MODIS,53,6.1NRT,270.6,23.2,D
42.364,-120.3,311.1,1.2,1.1,2020-12-01,2120,Aqua,MODIS,71,6.1NRT,277.8,18.8,D
42.507,-120.454,310.5,1.2,1.1,2020-12-01,2120,Aqua,MODIS,70,6.1NRT,276.6,15.9,D
42.474,-120.731,308.7,1.1,1.1,2020-12-01,2120,Aqua,MODIS,67,6.1NRT,274.1,15.5,D
46.007,-120.567,304.7,3.3,1.7,2020-12-02,0505,Terra,MODIS,61,6.1NRT,267.4,65.6,N
46.01,-120.563,305.7,3.3,1.7,2020-12-02,0505,Terra,MODIS,65,6.1NRT,268.1,67.4,N
33.902,-117.606,302.8,2,1.4,2020-12-02,0920,Aqua,MODIS,52,6.1NRT,276.2,22.9,N
38.97,-122.062,313.9,1.5,1.2,2020-12-02,1840,Terra,MODIS,65,6.1NRT,289,18.9,D
38.952,-122.099,305.7,1.5,1.2,2020-12-02,1840,Terra,MODIS,50,6.1NRT,290,10.2,D
38.968,-122.046,328.5,1.5,1.2,2020-12-02,1840,Terra,MODIS,86,6.1NRT,289.9,45.1,D
39.741,-122.125,314.1,1.5,1.2,2020-12-02,1840,Terra,MODIS,74,6.1NRT,288.9,22.2,D
39.739,-122.131,301,1.5,1.2,2020-12-02,1840,Terra,MODIS,43,6.1NRT,288.4,6.6,D
43.954,-118.478,332,1.1,1.1,2020-12-02,1840,Terra,MODIS,83,6.1NRT,274.7,44,D
43.956,-118.492,303.3,1.1,1.1,2020-12-02,1840,Terra,MODIS,52,6.1NRT,273,11.7,D
39.482,-120.253,312.2,1.2,1.1,2020-12-02,1840,Terra,MODIS,72,6.1NRT,274.1,20.8,D
38.99,-122.043,320,1.5,1.2,2020-12-02,1840,Terra,MODIS,80,6.1NRT,290.5,29.8,D
45.089,-118.081,309.8,1.1,1.1,2020-12-02,1840,Terra,MODIS,69,6.1NRT,269.9,18.3,D
39.433,-122.025,300.2,1.5,1.2,2020-12-02,1840,Terra,MODIS,23,6.1NRT,289.5,6.7,D
42.487,-120.348,322.4,1.3,1.1,2020-12-02,1840,Terra,MODIS,82,6.1NRT,275.9,35.4,D
42.88,-123.938,303.9,2.1,1.4,2020-12-02,1840,Terra,MODIS,58,6.1NRT,281.1,24,D
41.632,-120.798,303.7,1.4,1.2,2020-12-02,1840,Terra,MODIS,57,6.1NRT,281.1,12.5,D
39.677,-121.845,304,1.4,1.2,2020-12-02,1840,Terra,MODIS,58,6.1NRT,287.6,10.4,D
42.478,-120.339,326.1,1.3,1.1,2020-12-02,1840,Terra,MODIS,84,6.1NRT,275.7,40.5,D
42.485,-120.332,343.5,1.3,1.1,2020-12-02,1840,Terra,MODIS,93,6.1NRT,275.9,79.8,D
44.649,-120.692,309.4,1.5,1.2,2020-12-02,1840,Terra,MODIS,68,6.1NRT,276,23.4,D
44.618,-119.307,302.8,1.3,1.1,2020-12-02,1840,Terra,MODIS,10,6.1NRT,273.9,11,D
44.628,-119.304,321.1,1.3,1.1,2020-12-02,1840,Terra,MODIS,81,6.1NRT,276.8,31.8,D
39.672,-122.256,321,1.5,1.2,2020-12-02,1840,Terra,MODIS,81,6.1NRT,290.7,33.6,D
39.673,-122.274,322.5,1.5,1.2,2020-12-02,1840,Terra,MODIS,82,6.1NRT,291.7,36.5,D
44.63,-119.32,301.6,1.3,1.1,2020-12-02,1840,Terra,MODIS,36,6.1NRT,277.4,11.2,D
39.673,-122.249,300.8,1.5,1.2,2020-12-02,1840,Terra,MODIS,42,6.1NRT,289.9,6.1,D
39.674,-122.267,336.3,1.5,1.2,2020-12-02,1840,Terra,MODIS,90,6.1NRT,291.9,69.2,D
38.667,-121.98,304.9,1.4,1.2,2020-12-02,1840,Terra,MODIS,60,6.1NRT,290.9,8.6,D
39.481,-120.24,328.3,1.2,1.1,2020-12-02,1840,Terra,MODIS,86,6.1NRT,275.2,41.5,D
32.668,-115.671,319.1,1.2,1.1,2020-12-02,1845,Terra,MODIS,76,6.1NRT,298.9,15.6,D
32.67,-115.683,310.4,1.2,1.1,2020-12-02,1845,Terra,MODIS,60,6.1NRT,298,6.1,D
33.552,-116.642,308.2,1.1,1,2020-12-02,1845,Terra,MODIS,47,6.1NRT,292.7,6.1,D
39.525,-122.124,304.2,4.2,1.9,2020-12-02,2020,Aqua,MODIS,58,6.1NRT,292.5,38.8,D
40.266,-122.204,307.3,4.1,1.9,2020-12-02,2020,Aqua,MODIS,65,6.1NRT,291,55.3,D
39.54,-122.087,306.8,4.2,1.9,2020-12-02,2020,Aqua,MODIS,64,6.1NRT,293.2,51.8,D
40.255,-122.206,305.3,4.1,1.9,2020-12-02,2020,Aqua,MODIS,61,6.1NRT,290.7,45.6,D
39.537,-122.078,303.7,4.2,1.9,2020-12-02,2020,Aqua,MODIS,57,6.1NRT,292.3,37.2,D
43.946,-118.496,324.7,2,1.4,2020-12-02,2025,Aqua,MODIS,83,6.1NRT,276.1,68.5,D
43.956,-118.495,305.8,2,1.4,2020-12-02,2025,Aqua,MODIS,18,6.1NRT,273.7,24.8,D
42.483,-120.358,303.2,2.8,1.6,2020-12-02,2025,Aqua,MODIS,55,6.1NRT,277.2,35.6,D
43.839,-121.119,301,2.8,1.6,2020-12-02,2025,Aqua,MODIS,44,6.1NRT,277.4,33.6,D
45.083,-118.091,311.3,1.8,1.3,2020-12-02,2025,Aqua,MODIS,71,6.1NRT,270.6,36.4,D
43.949,-118.466,305.3,2,1.4,2020-12-02,2025,Aqua,MODIS,53,6.1NRT,274.8,27.2,D
44.209,-116.028,309.6,1.4,1.2,2020-12-02,2025,Aqua,MODIS,69,6.1NRT,271.8,25,D
44.212,-116.012,316.4,1.4,1.2,2020-12-02,2025,Aqua,MODIS,77,6.1NRT,271.9,33.9,D
43.944,-118.491,323.1,2,1.4,2020-12-02,2025,Aqua,MODIS,82,6.1NRT,276.3,66.1,D
45.08,-118.096,304.6,1.8,1.3,2020-12-02,2025,Aqua,MODIS,59,6.1NRT,270.6,24.3,D
43.952,-118.472,321.8,2,1.4,2020-12-02,2025,Aqua,MODIS,72,6.1NRT,274.9,59.9,D
39.573,-122.075,309.8,3.5,1.8,2020-12-02,2200,Aqua,MODIS,20,6.1NRT,294.8,40.4,D
39.586,-122.043,308.9,3.5,1.8,2020-12-02,2200,Aqua,MODIS,64,6.1NRT,292.8,42.7,D
38.987,-121.787,309.7,3.6,1.8,2020-12-02,2200,Aqua,MODIS,60,6.1NRT,291.5,51.7,D
39.422,-122.059,304.7,3.5,1.8,2020-12-02,2200,Aqua,MODIS,56,6.1NRT,291.8,33.1,D
39.238,-122.195,308.8,3.4,1.7,2020-12-02,2200,Aqua,MODIS,54,6.1NRT,292.3,43.2,D
39.584,-122.084,312.2,3.5,1.8,2020-12-02,2200,Aqua,MODIS,72,6.1NRT,295.1,56.5,D
39.657,-121.88,301.5,3.6,1.8,2020-12-02,2200,Aqua,MODIS,47,6.1NRT,291.5,23.4,D
39.664,-121.885,304.3,3.6,1.8,2020-12-02,2200,Aqua,MODIS,59,6.1NRT,292.5,34.2,D
33.894,-117.61,324.9,1.2,1.1,2020-12-03,0545,Terra,MODIS,100,6.1NRT,286,31.2,N
33.892,-117.622,312.9,1.2,1.1,2020-12-03,0545,Terra,MODIS,86,6.1NRT,285.6,17.4,N
42.789,-122.53,307.2,1.4,1.2,2020-12-03,0545,Terra,MODIS,71,6.1NRT,276,18.9,N
42.359,-120.254,306.3,1.1,1.1,2020-12-03,0545,Terra,MODIS,67,6.1NRT,274.6,14.9,N
44.671,-122.441,306.5,1.3,1.1,2020-12-03,0550,Terra,MODIS,68,6.1NRT,279.7,15.6,N
46.467,-123.439,302.1,1.3,1.1,2020-12-03,0550,Terra,MODIS,47,6.1NRT,277.3,12.6,N
33.726,-117.625,324.5,1.3,1.1,2020-12-03,1000,Aqua,MODIS,100,6.1NRT,288,35.9,N
33.737,-117.631,417.8,1.3,1.1,2020-12-03,1000,Aqua,MODIS,100,6.1NRT,315.1,560.5,N
33.735,-117.618,374,1.3,1.1,2020-12-03,1000,Aqua,MODIS,100,6.1NRT,293.3,197.2,N
33.743,-117.663,316.4,1.3,1.1,2020-12-03,1000,Aqua,MODIS,21,6.1NRT,284.3,22.5,N
33.741,-117.649,381.1,1.3,1.1,2020-12-03,1000,Aqua,MODIS,100,6.1NRT,304,234.4,N
33.738,-117.636,386.9,1.3,1.1,2020-12-03,1000,Aqua,MODIS,100,6.1NRT,313.9,271.9,N
31.88,-116.498,377.2,1.7,1.3,2020-12-03,1000,Aqua,MODIS,100,6.1NRT,292.2,303,N
31.884,-116.515,356.7,1.6,1.3,2020-12-03,1000,Aqua,MODIS,100,6.1NRT,287.2,167.5,N
33.736,-117.623,397.5,1.3,1.1,2020-12-03,1000,Aqua,MODIS,100,6.1NRT,310.5,358.2,N
33.733,-117.665,309.3,1.3,1.1,2020-12-03,1000,Aqua,MODIS,77,6.1NRT,283.4,16.7,N
33.899,-117.609,328.4,1.3,1.1,2020-12-03,1000,Aqua,MODIS,100,6.1NRT,286.4,43.9,N
33.728,-117.638,380.2,1.3,1.1,2020-12-03,1000,Aqua,MODIS,100,6.1NRT,299.1,230.4,N
33.721,-117.654,321.1,1.3,1.1,2020-12-03,1000,Aqua,MODIS,100,6.1NRT,285.7,31.3,N
32.49,-117.021,325.8,1.5,1.2,2020-12-03,1000,Aqua,MODIS,100,6.1NRT,285.1,47.9,N
32.439,-116.987,308.8,1.5,1.2,2020-12-03,1000,Aqua,MODIS,76,6.1NRT,283.6,21.3,N
33.731,-117.652,362,1.3,1.1,2020-12-03,1000,Aqua,MODIS,100,6.1NRT,291.3,139.3,N
33.752,-117.655,303,1.3,1.1,2020-12-03,1000,Aqua,MODIS,53,6.1NRT,285.1,11,N
33.749,-117.642,377.4,1.3,1.1,2020-12-03,1000,Aqua,MODIS,100,6.1NRT,298.9,215.8,N
33.747,-117.628,397.3,1.3,1.1,2020-12-03,1000,Aqua,MODIS,100,6.1NRT,306.9,355.5,N
33.745,-117.615,343.1,1.3,1.1,2020-12-03,1000,Aqua,MODIS,100,6.1NRT,289.7,76.1,N
33.742,-117.658,356.7,1.3,1.1,2020-12-03,1000,Aqua,MODIS,100,6.1NRT,289.8,116.9,N
33.739,-117.644,394.6,1.3,1.1,2020-12-03,1000,Aqua,MODIS,100,6.1NRT,310.8,331.1,N
31.855,-116.495,311.2,4.1,1.9,2020-12-03,1750,Terra,MODIS,69,6.1NRT,294.5,67.3,D
31.859,-116.488,309.5,4.1,1.9,2020-12-03,1750,Terra,MODIS,66,6.1NRT,294.4,56.9,D
31.861,-116.535,309.8,4.1,1.9,2020-12-03,1750,Terra,MODIS,66,6.1NRT,296.1,58.1,D
38.966,-122.043,304.1,1.5,1.2,2020-12-03,1925,Terra,MODIS,38,6.1NRT,288.3,9.8,D
33.906,-117.623,328.7,3.9,1.8,2020-12-03,1925,Terra,MODIS,86,6.1NRT,296.1,175.5,D
33.768,-117.726,322,3.8,1.8,2020-12-03,1925,Terra,MODIS,47,6.1NRT,295.4,113.9,D
33.758,-117.687,329.8,3.9,1.8,2020-12-03,1925,Terra,MODIS,27,6.1NRT,297.3,171.3,D
33.762,-117.734,351.6,3.8,1.8,2020-12-03,1925,Terra,MODIS,96,6.1NRT,296.7,434.8,D
33.752,-117.694,358.3,3.9,1.8,2020-12-03,1925,Terra,MODIS,99,6.1NRT,299.1,548.2,D
42.484,-120.326,317.4,1.6,1.2,2020-12-03,1925,Terra,MODIS,78,6.1NRT,277.7,34.6,D
42.488,-120.345,346.7,1.6,1.2,2020-12-03,1925,Terra,MODIS,95,6.1NRT,279.1,114.5,D
44.617,-120.118,328.7,1.5,1.2,2020-12-03,1925,Terra,MODIS,86,6.1NRT,279.1,50.7,D
42.488,-120.351,336.7,1.6,1.2,2020-12-03,1925,Terra,MODIS,90,6.1NRT,278,80.1,D
39.663,-121.894,305.2,1.5,1.2,2020-12-03,1925,Terra,MODIS,61,6.1NRT,290.1,12.2,D
42.484,-120.332,339.8,1.6,1.2,2020-12-03,1925,Terra,MODIS,92,6.1NRT,278.7,90.5,D
42.477,-120.355,305.5,1.6,1.2,2020-12-03,1925,Terra,MODIS,62,6.1NRT,275.9,19.5,D
33.745,-117.737,321.3,3.8,1.8,2020-12-03,1925,Terra,MODIS,74,6.1NRT,295.8,111.5,D
33.737,-117.701,319.2,3.9,1.8,2020-12-03,1925,Terra,MODIS,55,6.1NRT,295.2,92.4,D
42.474,-120.337,309.9,1.6,1.2,2020-12-03,1925,Terra,MODIS,69,6.1NRT,277.1,25.8,D
44.892,-119.647,309.2,1.5,1.2,2020-12-03,1925,Terra,MODIS,68,6.1NRT,275.7,23.7,D
44.614,-120.132,345.4,1.5,1.2,2020-12-03,1925,Terra,MODIS,94,6.1NRT,279.8,95.6,D
44.61,-120.114,328.2,1.5,1.2,2020-12-03,1925,Terra,MODIS,85,6.1NRT,277.9,49.7,D
39.66,-121.877,301.5,1.5,1.2,2020-12-03,1925,Terra,MODIS,47,6.1NRT,287.4,8.5,D
43.958,-118.466,318.3,1.8,1.3,2020-12-03,1925,Terra,MODIS,68,6.1NRT,275.1,49.4,D
42.462,-120.677,318.8,1.5,1.2,2020-12-03,1925,Terra,MODIS,76,6.1NRT,276,35.5,D
43.855,-120.111,309.5,1.5,1.2,2020-12-03,1925,Terra,MODIS,69,6.1NRT,277.1,23.2,D
43.951,-118.492,307.6,1.8,1.3,2020-12-03,1925,Terra,MODIS,46,6.1NRT,274.4,26.7,D
44.607,-120.122,324.3,1.5,1.2,2020-12-03,1925,Terra,MODIS,83,6.1NRT,277.6,44,D
43.962,-118.488,303.5,1.8,1.3,2020-12-03,1925,Terra,MODIS,53,6.1NRT,273.2,22.8,D
42.461,-120.685,320.2,1.5,1.2,2020-12-03,1925,Terra,MODIS,75,6.1NRT,275.9,40.8,D
42.351,-120.251,352,1.6,1.3,2020-12-03,1925,Terra,MODIS,91,6.1NRT,279.9,142.1,D
42.339,-120.253,309.9,1.6,1.3,2020-12-03,1925,Terra,MODIS,68,6.1NRT,279.1,25.7,D
43.946,-118.47,326,1.8,1.3,2020-12-03,1925,Terra,MODIS,84,6.1NRT,275.5,66.6,D
38.987,-122.036,325.5,1.5,1.2,2020-12-03,1925,Terra,MODIS,84,6.1NRT,289.5,42.6,D
42.133,-123.383,347.7,1.2,1.1,2020-12-03,1925,Terra,MODIS,95,6.1NRT,281.6,75.3,D
33.9,-117.633,326.8,3.9,1.8,2020-12-03,1925,Terra,MODIS,85,6.1NRT,295.7,161.6,D
33.89,-117.629,312.8,3.9,1.8,2020-12-03,1925,Terra,MODIS,73,6.1NRT,293.7,67.8,D
42.135,-123.376,328.9,1.2,1.1,2020-12-03,1925,Terra,MODIS,86,6.1NRT,280.2,37.2,D
42.135,-123.397,337.7,1.2,1.1,2020-12-03,1925,Terra,MODIS,91,6.1NRT,280.3,52.9,D
38.992,-122.047,335.7,1.5,1.2,2020-12-03,1925,Terra,MODIS,90,6.1NRT,289.8,69.6,D
43.048,-121.46,310.2,1.4,1.2,2020-12-03,1925,Terra,MODIS,61,6.1NRT,272.2,23.4,D
43.045,-121.444,304.3,1.4,1.2,2020-12-03,1925,Terra,MODIS,0,6.1NRT,270.1,17.5,D
41.493,-121.831,305.4,1.4,1.2,2020-12-03,1925,Terra,MODIS,61,6.1NRT,278,16.7,D
40.104,-122.119,309.5,1.4,1.2,2020-12-03,1925,Terra,MODIS,60,6.1NRT,289.2,15.6,D
44.61,-120.139,311.5,1.5,1.2,2020-12-03,1925,Terra,MODIS,71,6.1NRT,277.9,23.8,D
38.991,-122.053,315,1.5,1.2,2020-12-03,1925,Terra,MODIS,61,6.1NRT,288.7,22.6,D
38.988,-122.029,319.2,1.5,1.2,2020-12-03,1925,Terra,MODIS,79,6.1NRT,288.8,32.5,D
