California, Climate Division 2, Precipitation
197406,0.27,-0.47
197407,0.59,0.45
197408,0.23,0.05
197409,0.00,-0.65
197410,1.88,-0.11
197411,1.77,-2.46
197412,4.54,-1.19
197501,2.25,-4.38
197502,10.01,4.16
197503,8.67,3.84
197504,3.08,0.49
197505,0.37,-1.24
197506,0.45,-0.29
197507,0.34,0.20
197508,0.75,0.57
197509,0.18,-0.47
197510,4.63,2.64
197511,1.74,-2.49
197512,1.58,-4.15
197601,0.67,-5.96
197602,3.74,-2.11
197603,1.73,-3.10
197604,2.08,-0.51
197605,0.10,-1.51
197606,0.29,-0.45
197607,0.18,0.04
197608,1.06,0.88
197609,1.07,0.42
197610,0.37,-1.62
197611,1.15,-3.08
197612,0.52,-5.21
197701,2.56,-4.07
197702,2.07,-3.78
197703,2.28,-2.55
197704,0.49,-2.10
197705,2.98,1.37
197706,0.47,-0.27
197707,0.14,0.00
197708,0.29,0.11
197709,1.84,1.19
197710,0.56,-1.43
197711,3.60,-0.63
197712,8.21,2.48
197801,13.31,6.68
197802,6.24,0.39
197803,7.02,2.19
197804,5.86,3.27
197805,0.79,-0.82
197806,0.33,-0.41
197807,0.12,-0.02
197808,0.24,0.06
197809,1.67,1.02
197810,0.02,-1.97
197811,2.60,-1.63
197812,1.49,-4.24
197901,6.67,0.04
197902,8.20,2.35
197903,4.22,-0.61
197904,2.58,-0.01
197905,1.54,-0.07
197906,0.10,-0.64
197907,0.17,0.03
197908,0.59,0.41
197909,0.26,-0.39
197910,4.75,2.76
197911,4.36,0.13
197912,6.39,0.66
198001,8.67,2.04
198002,10.18,4.33
198003,3.11,-1.72
198004,2.28,-0.31
198005,1.57,-0.04
198006,0.86,0.12
198007,0.26,0.12
198008,0.07,-0.11
198009,0.40,-0.25
198010,1.12,-0.87
198011,1.08,-3.15
198012,4.94,-0.79
198101,7.37,0.74
198102,2.96,-2.89
198103,5.30,0.47
198104,1.62,-0.97
198105,1.77,0.16
198106,0.15,-0.59
198107,0.03,-0.11
198108,0.00,-0.18
198109,1.05,0.40
198110,4.89,2.90
198111,12.55,8.32
198112,9.07,3.34
198201,5.80,-0.83
198202,4.68,-1.17
198203,8.04,3.21
198204,5.54,2.95
198205,0.28,-1.33
198206,1.25,0.51
198207,0.30,0.16
198208,0.16,-0.02
198209,1.80,1.15
198210,5.06,3.07
198211,7.44,3.21
198212,6.94,1.21
198301,8.38,1.75
198302,10.52,4.67
198303,13.60,8.77
198304,5.00,2.41
198305,1.00,-0.61
198306,0.66,-0.08
198307,0.13,-0.01
198308,0.58,0.40
198309,1.28,0.63
198310,1.82,-0.17
198311,12.06,7.83
198312,12.70,6.97
198401,0.52,-6.11
198402,3.90,-1.95
198403,3.05,-1.78
198404,2.03,-0.56
198405,0.65,-0.96
198406,0.95,0.21
198407,0.13,-0.01
198408,0.66,0.48
198409,0.38,-0.27
198410,2.87,0.88
198411,10.32,6.09
198412,2.23,-3.50
198501,0.98,-5.65
198502,2.85,-3.00
198503,4.67,-0.16
198504,0.37,-2.22
198505,0.36,-1.25
198506,0.24,-0.50
198507,0.19,0.05
198508,0.15,-0.03
198509,2.19,1.54
198510,1.53,-0.46
198511,5.52,1.29
198512,3.59,-2.14
198601,6.86,0.23
198602,16.09,10.24
198603,6.85,2.02
198604,1.67,-0.92
198605,1.57,-0.04
198606,0.16,-0.58
198607,0.10,-0.04
198608,0.01,-0.17
198609,2.71,2.06
198610,0.79,-1.20
198611,0.66,-3.57
198612,1.87,-3.86
198701,4.56,-2.07
198702,4.43,-1.42
198703,6.07,1.24
198704,0.54,-2.05
198705,0.80,-0.81
198706,0.24,-0.50
198707,0.47,0.33
198708,0.01,-0.17
198709,0.03,-0.62
198710,0.92,-1.07
198711,2.95,-1.28
198712,8.56,2.83
198801,6.24,-0.39
198802,0.48,-5.37
198803,0.88,-3.95
198804,3.17,0.58
198805,2.00,0.39
198806,0.92,0.18
198807,0.10,-0.04
198808,0.03,-0.15
198809,0.10,-0.55
198810,0.11,-1.88
198811,8.19,3.96
198812,3.93,-1.80
198901,2.34,-4.29
198902,2.03,-3.82
198903,11.28,6.45
198904,1.69,-0.90
198905,1.11,-0.50
198906,0.76,0.02
198907,0.01,-0.13
198908,0.44,0.26
198909,2.53,1.88
198910,4.33,2.34
198911,2.12,-2.11
198912,0.06,-5.67
199001,5.84,-0.79
199002,3.42,-2.43
199003,2.30,-2.53
199004,1.13,-1.46
199005,4.77,3.16
199006,0.25,-0.49
199007,0.16,0.02
199008,0.48,0.30
199009,0.45,-0.20
199010,0.87,-1.12
199011,1.13,-3.10
199012,1.35,-4.38
199101,0.82,-5.81
199102,2.94,-2.91
199103,12.83,8.00
199104,1.62,-0.97
199105,1.90,0.29
199106,0.78,0.04
199107,0.26,0.12
199108,0.22,0.04
199109,0.10,-0.55
199110,1.89,-0.10
199111,1.91,-2.32
199112,3.38,-2.35
199201,2.30,-4.33
199202,8.11,2.26
199203,4.02,-0.81
199204,1.83,-0.76
199205,0.22,-1.39
199206,1.71,0.97
199207,0.17,0.03
199208,0.09,-0.09
199209,0.04,-0.61
199210,3.66,1.67
199211,0.92,-3.31
199212,10.08,4.35
199301,12.08,5.45
199302,7.95,2.10
199303,4.53,-0.30
199304,2.84,0.25
199305,2.79,1.18
199306,1.80,1.06
199307,0.03,-0.11
199308,0.40,0.22
199309,0.09,-0.56
199310,2.07,0.08
199311,2.33,-1.90
199312,4.29,-1.44
199401,2.80,-3.83
199402,5.85,0.00
199403,1.19,-3.64
199404,1.97,-0.62
199405,2.24,0.63
199406,0.22,-0.52
199407,0.03,-0.11
199408,0.00,-0.18
199409,0.32,-0.33
199410,0.68,-1.31
199411,6.39,2.16
199412,5.28,-0.45
199501,19.88,13.25
199502,1.41,-4.44
199503,15.58,10.75
199504,5.15,2.56
199505,3.17,1.56
199506,2.09,1.35
199507,0.21,0.07
199508,0.00,-0.18
199509,0.01,-0.64
199510,0.07,-1.92
199511,0.44,-3.79
199512,10.21,4.48
199601,8.64,2.01
199602,9.53,3.68
199603,3.84,-0.99
199604,4.12,1.53
199605,4.85,3.24
199606,0.38,-0.36
199607,0.23,0.09
199608,0.07,-0.11
199609,0.52,-0.13
199610,2.05,0.06
199611,4.51,0.28
199612,15.61,9.88
199701,12.79,6.16
199702,0.80,-5.05
199703,1.91,-2.92
199704,1.73,-0.86
199705,0.74,-0.87
199706,1.39,0.65
199707,0.23,0.09
199708,0.56,0.38
199709,0.79,0.14
199710,2.22,0.23
199711,6.97,2.74
199712,3.55,-2.18
199801,12.37,5.74
199802,15.44,9.59
199803,5.28,0.45
199804,3.55,0.96
199805,6.23,4.62
199806,1.69,0.95
199807,0.23,0.09
199808,0.03,-0.15
199809,0.99,0.34
199810,1.33,-0.66
199811,8.39,4.16
199812,2.82,-2.91
199901,5.08,-1.55
199902,9.32,3.47
199903,3.69,-1.14
199904,2.13,-0.46
199905,0.50,-1.11
199906,0.59,-0.15
199907,0.04,-0.10
199908,0.39,0.21
199909,0.03,-0.62
199910,1.62,-0.37
199911,4.13,-0.10
199912,1.04,-4.69
200001,9.09,2.46
200002,11.30,5.45
200003,3.03,-1.80
200004,2.82,0.23
200005,1.88,0.27
200006,0.53,-0.21
200007,0.15,0.01
200008,0.04,-0.14
200009,0.94,0.29
200010,3.65,1.66
200011,1.53,-2.70
200012,1.52,-4.21
200101,4.34,-2.29
200102,6.00,0.15
200103,2.99,-1.84
200104,2.55,-0.04
200105,0.09,-1.52
200106,0.53,-0.21
200107,0.08,-0.06
200108,0.01,-0.17
200109,0.71,0.06
200110,1.30,-0.69
200111,7.16,2.93
200112,9.67,3.94
200201,4.08,-2.55
200202,2.44,-3.41
200203,3.54,-1.29
200204,1.56,-1.03
200205,1.23,-0.38
200206,0.09,-0.65
200207,0.04,-0.10
200208,0.01,-0.17
200209,0.03,-0.62
200210,0.03,-1.96
200211,4.35,0.12
200212,14.48,8.75
200301,4.28,-2.35
200302,2.32,-3.53
200303,4.43,-0.40
200304,6.77,4.18
200305,1.84,0.23
200306,0.07,-0.67
200307,0.09,-0.05
200308,0.79,0.61
200309,0.15,-0.50
200310,0.13,-1.86
200311,3.98,-0.25
200312,10.89,5.16
200401,3.92,-2.71
200402,9.50,3.65
200403,1.58,-3.25
200404,1.02,-1.57
200405,1.14,-0.47
200406,0.17,-0.57
200407,0.04,-0.10
200408,0.09,-0.09
200409,0.24,-0.41
200410,5.04,3.05
200411,2.64,-1.59
200412,7.64,1.91
200501,5.86,-0.77
200502,3.58,-2.27
200503,5.64,0.81
200504,2.67,0.08
200505,5.38,3.77
200506,1.55,0.81
200507,0.01,-0.13
200508,0.02,-0.16
200509,0.29,-0.36
200510,1.04,-0.95
200511,4.69,0.46
200512,16.05,10.32
200601,6.41,-0.22
200602,4.89,-0.96
200603,9.23,4.40
200604,7.83,5.24
200605,1.03,-0.58
200606,0.24,-0.50
200607,0.03,-0.11
200608,0.04,-0.14
200609,0.02,-0.63
200610,0.40,-1.59
200611,3.76,-0.47
200612,5.30,-0.43
200701,0.76,-5.87
200702,7.90,2.05
200703,1.07,-3.76
200704,2.25,-0.34
200705,0.76,-0.85
200706,0.33,-0.41
200707,0.27,0.13
200708,0.03,-0.15
200709,0.71,0.06
200710,2.70,0.71
200711,0.99,-3.24
200712,4.86,-0.87
200801,10.08,3.45
200802,4.29,-1.56
200803,0.92,-3.91
200804,0.52,-2.07
200805,0.84,-0.77
200806,0.04,-0.70
200807,0.01,-0.13
200808,0.04,-0.14
200809,0.02,-0.63
200810,1.62,-0.37
200811,3.51,-0.72
200812,3.84,-1.89
200901,1.94,-4.69
200902,8.03,2.18
200903,4.57,-0.26
200904,1.16,-1.43
200905,2.58,0.97
200906,1.30,0.56
200907,0.02,-0.12
200908,0.14,-0.04
200909,0.13,-0.52
200910,3.28,1.29
200911,1.73,-2.50
200912,4.34,-1.39
201001,9.41,2.78
201002,4.78,-1.07
201003,3.69,-1.14
201004,5.50,2.91
201005,2.23,0.62
201006,0.40,-0.34
201007,0.06,-0.08
201008,0.20,0.02
201009,0.30,-0.35
201010,4.78,2.79
201011,4.42,0.19
201012,10.39,4.66
201101,1.69,-4.94
201102,5.53,-0.32
201103,10.72,5.89
201104,2.03,-0.56
201105,3.09,1.48
201106,2.07,1.33
201107,0.04,-0.10
201108,0.00,-0.18
201109,0.19,-0.46
201110,2.45,0.46
201111,2.18,-2.05
201112,0.31,-5.42
201201,5.42,-1.21
201202,2.11,-3.74
201203,8.90,4.07
201204,4.08,1.49
201205,0.48,-1.13
201206,0.66,-0.08
201207,0.06,-0.08
201208,0.05,-0.13
201209,0.02,-0.63
201210,1.74,-0.25
201211,7.79,3.56
201212,11.10,5.37
201301,1.34,-5.29
201302,0.67,-5.18
201303,2.21,-2.62
201304,1.34,-1.25
201305,1.17,-0.44
201306,1.14,0.40
201307,0.14,0.00
201308,0.17,-0.01
201309,1.27,0.62
201310,0.37,-1.62
201311,1.40,-2.83
201312,0.51,-5.22
201401,0.84,-5.79
201402,7.85,2.00
201403,6.38,1.55
201404,1.63,-0.96
201405,0.57,-1.04
201406,0.08,-0.66
201407,0.13,-0.01
201408,0.43,0.25
201409,1.11,0.46
201410,1.85,-0.14
201411,3.48,-0.75
201412,11.76,6.03
201501,0.28,-6.35
201502,4.86,-0.99
201503,0.86,-3.97
201504,1.90,-0.69
201505,1.30,-0.31
201506,0.41,-0.33
201507,0.47,0.33
201508,0.06,-0.12
201509,0.37,-0.28
201510,0.91,-1.08
201511,2.93,-1.30
201512,7.49,1.76
201601,10.63,4.00
201602,1.74,-4.11
201603,9.67,4.84
201604,1.95,-0.64
201605,1.65,0.04
201606,0.69,-0.05
201607,0.01,-0.13
201608,0.02,-0.16
201609,0.03,-0.62
201610,7.17,5.18
201611,3.82,-0.41
201612,7.03,1.30
201701,15.10,8.47
201702,13.48,7.63
201703,4.51,-0.32
201704,5.67,3.08
201705,0.48,-1.13
201706,0.62,-0.12
201707,0.06,-0.08
201708,0.16,-0.02
201709,0.46,-0.19
201710,0.65,-1.34
201711,7.00,2.77
201712,0.48,-5.25
201801,5.27,-1.36
201802,0.70,-5.15
201803,8.05,3.22
201804,4.44,1.85
201805,1.47,-0.14
201806,0.14,-0.60
201807,0.05,-0.09
201808,0.00,-0.18
201809,0.03,-0.62
201810,0.98,-1.01
201811,4.78,0.55
201812,4.08,-1.65
201901,8.81,2.18
201902,14.25,8.40
201903,6.99,2.16
201904,2.51,-0.08
201905,4.47,2.86
201906,0.18,-0.56
201907,0.01,-0.13
201908,0.24,0.06
201909,1.33,0.68
201910,0.16,-1.83
201911,1.27,-2.96
201912,7.24,1.51
202001,3.68,-2.95
202002,0.07,-5.78
202003,3.84,-0.99
202004,1.71,-0.88
202005,2.66,1.05
202006,0.28,-0.46
202007,0.07,-0.07
202008,0.13,-0.05
202009,0.01,-0.64
202010,0.03,-1.96
202011,2.21,-2.02
202012,2.91,-2.82
202101,4.41,-2.22
